Geneid	Symbol	Young_AdLibitum.log2fpkm.mean	Young_Fast.log2fpkm.mean	Young_Refeed.log2fpkm.mean	Aged_AdLibitum.log2fpkm.mean	Aged_Fast.log2fpkm.mean	Aged_Refeed.log2fpkm.mean
ENSMUSG00000020472.15	Zkscan17	1.88592241163133	3.17717839012819	2.3147359788748	2.09996307547161	2.7699819273898	2.41288367693685
ENSMUSG00000024413.15	Npc1	1.62309187441337	3.53289995597643	1.86598607402751	1.99728046510161	2.43167597425679	2.12425878191552
ENSMUSG00000040618.8	Pck2	1.92250221823821	3.26511378499417	2.51453368692508	2.400527802631	2.83819525708308	2.53259887228936
ENSMUSG00000046794.10	Ppp1r3b	4.72103749799968	0.626403565090682	6.01904035130221	0.320975511985659	-0.17984891715397	0.741625138869699
ENSMUSG00000003477.6	Inmt	4.51970542750158	7.56125744759259	6.23649629420426	5.71876364010786	7.21055238404015	7.00945135956681
ENSMUSG00000021097.16	Clmn	2.60002672242886	4.08303089985078	2.7358961896649	2.6216976066674	3.39877464779379	3.04471497641737
ENSMUSG00000010936.12	Vac14	3.28192439297763	2.11712958123097	3.25404883865513	2.47822568473431	2.05699049680527	2.58954674485458
ENSMUSG00000058258.15	Idi1	3.02308280736841	0.971890378599486	2.93426784736766	1.72289553248794	1.11998802831972	1.13343811117668
ENSMUSG00000020917.18	Acly	9.1097862593973	5.04577520300082	10.1080638397153	4.97673474232587	4.68933159129687	5.13541874111561
ENSMUSG00000027605.19	Acss2	5.99716269602032	2.41630709454185	5.12844492488198	1.99700950069828	1.44229594855061	1.538436558428
ENSMUSG00000028044.7	Cks1b	4.34408364849499	3.08694568663353	3.79056589749989	3.84133908059822	3.15640872815595	3.84530345070137
ENSMUSG00000024007.16	Ppil1	2.85133293337932	1.6765684537244	2.98721311797931	2.24403742081707	1.71605753629412	2.18333398588002
ENSMUSG00000028245.16	Nsmaf	2.17675844557613	3.04717980870187	2.24258095208386	2.60325973463421	3.01782503337635	2.54665071342929
ENSMUSG00000019558.15	Slc6a8	2.03942254924594	3.43763296825986	2.68385957135831	2.87224775335745	3.26492918678381	3.2215275206568
ENSMUSG00000052214.10	Opa3	3.57888216973654	2.42733381856022	3.80558103754364	2.90678051834835	2.23991512307219	3.14216497172126
ENSMUSG00000008035.13	Mid1ip1	6.24298984606315	3.93164968033068	6.99666975965363	4.14848182363417	3.98087145125482	4.46918632904354
ENSMUSG00000033105.13	Lss	2.50160835258912	0.583770632830487	2.66004329608003	0.929519563880511	0.616328128640003	0.719239945355669
ENSMUSG00000028107.15	Tars2	2.62740224791293	1.96888908480333	2.33241424866251	2.36044185700505	2.09182491928651	2.22969080042641
ENSMUSG00000020277.11	Pfkl	5.12230497780494	3.64855034990248	5.11623193105793	3.61672919861306	3.15507388139665	3.79387732986639
ENSMUSG00000027603.16	Ggt7	1.89308177795484	0.181859616449136	1.35594154041266	0.280682381920505	0.380655665634457	0.063971569138577
ENSMUSG00000060961.17	Slc4a4	0.549459679531822	2.60470230958717	1.05049849701598	1.20029341325577	2.06880198723939	1.42967470547882
ENSMUSG00000031349.5	Nsdhl	4.65833821477109	2.48291856519831	4.39471338135349	2.62068335568318	2.03073019841223	2.27105122269089
