Geneid	Symbol	Aged_GElaS
ENSMUSG00000102252.6	Snrpn	0
ENSMUSG00000030098.16	Grip2	0.154301195676435
ENSMUSG00000000276.12	Dgke	0.555982372029355
ENSMUSG00000028023.17	Pitx2	0.830238614399288
ENSMUSG00000008435.16	Rdh13	0.0627404281137173
ENSMUSG00000021018.9	Polr2h	0.547740169879067
ENSMUSG00000020720.14	Psmd12	0
ENSMUSG00000028247.3	Coq3	0.35852545756654
ENSMUSG00000032418.16	Me1	0.122343685199513
ENSMUSG00000003444.9	Med29	0.239724097508738
ENSMUSG00000059920.10	4930453N24Rik	0.260981391654194
ENSMUSG00000027470.10	Mylk2	0.0653648132357222
ENSMUSG00000031590.9	Frg1	0.136290259159415
ENSMUSG00000002458.14	Rgs19	0.60722072178457
ENSMUSG00000055835.11	Zfp1	0.398609268721012
ENSMUSG00000012076.9	Brms1l	0.177667392141251
ENSMUSG00000028886.16	Eya3	0.150314597892285
ENSMUSG00000034543.16	Morc2a	0.0797370024393503
ENSMUSG00000034880.8	Mrpl34	0.204975224198574
ENSMUSG00000022759.16	Lrrc74b	0.39318049338434
ENSMUSG00000054648.9	Zfp869	0.398925868542373
ENSMUSG00000032741.10	Tpcn1	0
ENSMUSG00000024411.12	Aqp4	0
ENSMUSG00000060591.10	Ifitm2	0.432222313556787
ENSMUSG00000041859.11	Mcm3	0.360068255267411
ENSMUSG00000052833.10	Sae1	0.20043162028502
ENSMUSG00000035642.17	Aamdc	0.246741357723279
ENSMUSG00000035953.15	Pip4p1	0.268849585172086
ENSMUSG00000022357.3	Klhl38	1.63068666500185
ENSMUSG00000038181.17	Chpf2	0.193574192151519
ENSMUSG00000051154.12	Commd3	0.173097663421348
ENSMUSG00000052395.18	Rft1	0.372504083845871
ENSMUSG00000038102.16	Trappc11	0.104283051328083
ENSMUSG00000042308.15	Setd1a	0.236285247325921
ENSMUSG00000063142.16	Kcnma1	0.768970070778746
ENSMUSG00000049550.18	Clip1	0
ENSMUSG00000028989.4	Angptl7	0.546620099701272
ENSMUSG00000015127.15	Unkl	0.513300231785029
ENSMUSG00000057554.14	Lgals8	0.0460995813148761
ENSMUSG00000091537.3	Tma7	0.416541172092973
ENSMUSG00000024854.5	Pold4	0
ENSMUSG00000035268.15	Pkig	0.178125691167977
ENSMUSG00000004846.11	Plod3	0.386842766286832
ENSMUSG00000010057.9	Nprl2	0.456583830458989
ENSMUSG00000026988.16	Wdsub1	0.329067088157698
ENSMUSG00000055436.19	Srsf11	0.268904107038974
ENSMUSG00000041126.17	H2az2	0.172006758855099
ENSMUSG00000040479.13	Dgkz	0.454758784835065
ENSMUSG00000038866.16	Zcchc2	0.0136401778985623
ENSMUSG00000023919.9	Cenpq	0.456742210625021
ENSMUSG00000030711.17	Sult1a1	1.0505401475472
ENSMUSG00000030814.18	Bcl7c	0.366740092754699
ENSMUSG00000046658.17	Zfp316	0.0412621226666048
ENSMUSG00000050914.17	Ankrd37	1.09534517738564
ENSMUSG00000002031.14	Ift46	0.236411165067168
ENSMUSG00000038522.8	Mfsd4b1	0.143547070436894
ENSMUSG00000040213.14	Kyat3	0.189185183319462
ENSMUSG00000063253.12	Scoc	0.0559078325318743
ENSMUSG00000042066.17	Tmcc2	0.0703454169783516
ENSMUSG00000018372.14	Cep95	0.567431605813814
ENSMUSG00000072825.12	Cep170b	0
ENSMUSG00000053483.16	Usp21	0.363959294514452
ENSMUSG00000055302.6	Mrfap1	0.0756924355122375
ENSMUSG00000075327.11	Zbtb2	0.225181200100019
ENSMUSG00000028841.15	Cnksr1	0.0755840217119702
ENSMUSG00000031310.17	Zmym3	0.196453639088709
ENSMUSG00000023106.16	Denr	0.160163768844977
ENSMUSG00000037815.8	Ctnna1	0
ENSMUSG00000047648.14	Fbxo30	0.993163615321025
ENSMUSG00000023915.6	Tnfrsf21	0.257502311317213
ENSMUSG00000039321.2	Uts2r	0.670043463352151
ENSMUSG00000038217.14	Tlcd2	0.348397605665353
ENSMUSG00000070577.6	Gm572	0.457965089785795
ENSMUSG00000031072.15	LTO1	0.152162223333761
ENSMUSG00000024165.10	Jpt2	0.0210147081184987
ENSMUSG00000032116.19	Stt3a	0.145188972183718
ENSMUSG00000022591.6	Gm9747	0.938430829814841
ENSMUSG00000010608.16	Rbm25	0.290577442106863
ENSMUSG00000074862.12	BC025920	0
ENSMUSG00000072640.12	Lyrm9	0
ENSMUSG00000028329.14	Xpa	0.0461520872653597
ENSMUSG00000058230.13	Arhgap35	0.0997021942439144
ENSMUSG00000015013.10	Trappc2l	0.0395380651953848
ENSMUSG00000094870.9	Zfp131	0.143834674789313
ENSMUSG00000026827.13	Gpd2	0.19442983207642
ENSMUSG00000019370.11	Calm3	0
ENSMUSG00000030805.15	Stx4a	0.318199532964226
ENSMUSG00000031984.9	2810004N23Rik	0.100685010253945
ENSMUSG00000027243.9	Harbi1	0.300154230187582
ENSMUSG00000069729.15	Arid1b	0.274258963085989
ENSMUSG00000010307.8	Tmem86a	0.697644825118287
ENSMUSG00000020621.7	Rdh14	0.0590425129622537
ENSMUSG00000014245.9	Pigl	0.606884940578357
ENSMUSG00000071001.5	Hrct1	0.610881713546853
ENSMUSG00000020823.17	Sec14l1	0.496192022357948
ENSMUSG00000007880.17	Arid1a	0.204837453019222
ENSMUSG00000027506.16	Tpd52	0.252756226089163
ENSMUSG00000034653.12	Ythdc2	0.498445960747584
ENSMUSG00000032042.12	Srpr	0.246508692646928
ENSMUSG00000040181.15	Fmo1	0.518294497067121
ENSMUSG00000031824.16	6430548M08Rik	0.459240426347205
ENSMUSG00000057143.16	Trim12c	0
ENSMUSG00000053553.12	3110082I17Rik	0.167659271584449
ENSMUSG00000028869.14	Gnl2	0.087745656749647
ENSMUSG00000056091.13	St3gal5	0.801628888731756
ENSMUSG00000029463.6	Fam216a	0.239917328435202
ENSMUSG00000030089.16	Slc41a3	0
ENSMUSG00000005674.10	Tomm40l	0.0151147010718649
ENSMUSG00000039599.17	Fam149b	0.0713855389497541
ENSMUSG00000018707.14	Dync1h1	0.119394322029237
ENSMUSG00000060512.8	0610040J01Rik	0.323598554398182
ENSMUSG00000040997.15	Abhd4	0.206980992119369
ENSMUSG00000026977.18	Marchf7	0.174503392734762
ENSMUSG00000037339.18	Fam53a	0.302561897284246
ENSMUSG00000035239.7	Neu3	0.50463348535193
ENSMUSG00000020629.13	Adi1	0.173323072225922
ENSMUSG00000000278.11	Scpep1	0.265387988822874
ENSMUSG00000028710.19	Atpaf1	0.0493076057441068
ENSMUSG00000046836.14	Brox	0.0704879066603539
ENSMUSG00000008318.11	Relt	0.00315078599962718
ENSMUSG00000025935.11	Tram1	0.107660744302001
ENSMUSG00000049940.8	Pgrmc2	0.236990213861743
ENSMUSG00000069631.15	Strada	0.0663367938552224
ENSMUSG00000053119.12	Chmp3	0
ENSMUSG00000018999.15	Slc35b4	0.131662015330375
ENSMUSG00000015755.17	Tab2	0.145825639453462
ENSMUSG00000022860.16	Chodl	0.275605072647588
ENSMUSG00000048271.15	Rbm33	0.343924310883232
ENSMUSG00000032336.18	Nptn	0.116307137286403
ENSMUSG00000040667.12	Nup88	0
ENSMUSG00000030314.17	Atg7	0.0291920558391971
ENSMUSG00000050556.10	Kcnb1	0.0857592942152579
ENSMUSG00000034269.13	Setd5	0.0875228687829967
ENSMUSG00000031823.15	Zdhhc7	0.303990763289775
ENSMUSG00000071477.11	Zfp777	0.154154970028144
ENSMUSG00000030556.14	Lrrc28	0.310386953202713
ENSMUSG00000017188.4	Coa3	0.119825006732584
ENSMUSG00000034135.16	Sik3	0.0126022730516879
ENSMUSG00000022897.16	Dyrk1a	0.00194354949091761
ENSMUSG00000022957.21	Itsn1	0.0857771769993379
ENSMUSG00000091712.3	Sec14l5	0.834471159250102
ENSMUSG00000012117.14	Dhdds	0
ENSMUSG00000027634.15	Ndrg3	0.237600944506399
ENSMUSG00000029174.19	Tbc1d1	0.32535577451914
ENSMUSG00000021710.12	Nln	0.423120467308553
ENSMUSG00000063785.13	Utp14a	0.171835023723624
ENSMUSG00000027357.17	Crls1	0.127488292582849
ENSMUSG00000038909.17	Kat7	0.106296485330551
ENSMUSG00000013822.8	Elof1	0.279090431983035
ENSMUSG00000079278.3	Tmem233	0.0829490895697358
ENSMUSG00000036568.8	Bicral	0.186714540952746
ENSMUSG00000024474.8	Ik	0.0142649725724244
ENSMUSG00000036299.6	BC031181	0.0690726894713701
ENSMUSG00000003721.15	Insig2	0.0159307023746688
ENSMUSG00000046949.17	Nqo2	0
ENSMUSG00000022000.12	Zc3h13	0.380978345339432
ENSMUSG00000021591.9	Glrx	0.133189544082057
ENSMUSG00000025377.15	Tepsin	0.26832598843041
ENSMUSG00000050174.16	Nudt6	0.210173724262377
ENSMUSG00000001158.14	Snrnp27	0.189179690308473
ENSMUSG00000005610.18	Eif4g2	0.0995116910379879
ENSMUSG00000035891.17	Cerk	0.0814471372784487
ENSMUSG00000048997.18	Atxn7l2	0.00370390700990143
ENSMUSG00000032086.13	Bace1	0.948613357245271
ENSMUSG00000048537.17	Phldb1	0.106894153803388
ENSMUSG00000015087.15	Rabl6	0.0628772199957652
ENSMUSG00000079184.11	Mphosph8	0.150886141662817
ENSMUSG00000039218.18	Srrm2	0.525545567353072
ENSMUSG00000021279.6	Cdc42bpb	0.388924098109546
ENSMUSG00000037926.16	Ssh2	0.584716986683334
ENSMUSG00000005893.15	Nr2c2	0.469350871490114
ENSMUSG00000024481.6	Lvrn	0.381904590399767
ENSMUSG00000017264.17	Exosc10	0.067127028355644
ENSMUSG00000002996.18	Hbp1	0.32904112105892
ENSMUSG00000042485.8	Mustn1	0
ENSMUSG00000033022.9	Cdo1	0
ENSMUSG00000028468.16	Rgp1	0.361011475931821
ENSMUSG00000047343.5	Mettl21c	1.0000535420453
ENSMUSG00000057234.10	Mettl15	0.346003944255835
ENSMUSG00000078813.4	Leng1	0.0293870283310877
ENSMUSG00000015312.10	Gadd45b	0.814577839820574
ENSMUSG00000033054.8	Npat	0.504320515993869
ENSMUSG00000041096.14	Tspyl2	0
ENSMUSG00000049323.9	Smcr8	0.137399111399369
ENSMUSG00000030180.16	Kdm5a	0.531137349860074
ENSMUSG00000030216.13	Wbp11	0.229795070048319
ENSMUSG00000032607.13	Amt	0.0784639088411851
ENSMUSG00000079243.6	Xirp1	0.244687975905606
ENSMUSG00000057421.13	Las1l	0.0914656000210404
ENSMUSG00000046722.15	Cdc42se1	0
ENSMUSG00000038742.8	Angptl6	0.395651180006146
ENSMUSG00000019907.11	Ppp1r12a	0.206113485321449
ENSMUSG00000020307.16	Cdc34	0.216507305235281
ENSMUSG00000030271.15	Ogg1	0
ENSMUSG00000031379.14	Pir	0
ENSMUSG00000021371.6	Mcur1	0.347930191003253
ENSMUSG00000022555.13	Dgat1	0.268558364099881
ENSMUSG00000042116.4	Vwa1	0.413434032366962
ENSMUSG00000068551.13	Zfp467	0.670876886258283
ENSMUSG00000002012.14	Pnck	0.158721504845614
ENSMUSG00000022673.6	Mcm4	0.429536920037918
ENSMUSG00000004393.11	Ddx56	0.0546815554096343
ENSMUSG00000021238.12	Aldh6a1	0.249922646318689
ENSMUSG00000030835.7	Nomo1	0.14488845381391
ENSMUSG00000023030.17	Slc11a2	0.589076327823642
ENSMUSG00000035824.8	Tk2	0.234884545532724
ENSMUSG00000022546.6	Gpt	0.634527113994276
ENSMUSG00000041303.8	Gtf3c3	0.526477681038685
ENSMUSG00000019518.12	Ap4m1	0.157635006710915
ENSMUSG00000046034.9	Otulin	0.237160652671248
ENSMUSG00000041132.12	N4bp2l1	0.13524544909827
ENSMUSG00000035047.10	Kri1	0.159877374622026
ENSMUSG00000034457.11	Eda2r	0.414240387515821
ENSMUSG00000051469.15	Zfp24	0.010260709427919
ENSMUSG00000047036.9	Zfp445	0.61686131674068
ENSMUSG00000031922.13	Cep57	0.237211630162845
ENSMUSG00000020412.17	Ascc2	0
ENSMUSG00000020922.12	Lsm12	0.408751129144603
ENSMUSG00000030170.15	Wnt5b	1.03420375168907
ENSMUSG00000024066.10	Xdh	0.996220314907081
ENSMUSG00000070544.7	Top1	0.511964211766262
ENSMUSG00000035051.16	Dhx57	0.0782740441174934
ENSMUSG00000027746.14	Ufm1	0.179797002693146
ENSMUSG00000069806.6	Cacng7	0.0929256463149243
ENSMUSG00000031714.10	Gab1	0.673332210608521
ENSMUSG00000022228.15	Zscan26	0.632035303760892
ENSMUSG00000036980.14	Taf6	0.388144639367408
ENSMUSG00000038525.17	Armc10	0.141213774533709
ENSMUSG00000025027.19	Xpnpep1	0
ENSMUSG00000040225.16	Prrc2c	0.299067110113789
ENSMUSG00000061024.9	Rrs1	0.341644848263691
ENSMUSG00000034075.11	Zdhhc5	0
ENSMUSG00000042625.17	Safb2	0.363394620309142
ENSMUSG00000036707.17	Cab39	0
ENSMUSG00000042520.17	Ubap2l	0.0160802026378704
ENSMUSG00000049717.10	Lig4	0.235529997409463
ENSMUSG00000017428.17	Psmd11	0
ENSMUSG00000028348.8	Cavin4	0.225289976385307
ENSMUSG00000021361.8	Tmem14c	0.115697007533673
ENSMUSG00000042608.16	Stk40	0.389197106255612
ENSMUSG00000021877.13	Arf4	0.295027753593821
ENSMUSG00000007877.3	Tcap	0.201910613249246
ENSMUSG00000066877.12	Nck2	0.595281086484351
ENSMUSG00000036285.11	Noa1	0.0230226626514733
ENSMUSG00000062110.15	Scfd2	0
ENSMUSG00000021374.11	Nup153	0
ENSMUSG00000020747.19	Tmem94	0
ENSMUSG00000045427.14	Hnrnph2	0.123607356573907
ENSMUSG00000015522.19	Arnt	0.144865670079453
ENSMUSG00000032478.15	Nme6	0.163642349035501
ENSMUSG00000019794.14	Katna1	0.215851457490939
ENSMUSG00000025425.19	St8sia5	0.109955838225783
ENSMUSG00000036473.17	Tbc1d24	0.734630220760197
ENSMUSG00000018565.18	Elp5	0.429584987711857
ENSMUSG00000027698.15	Nceh1	1.38048062417582
ENSMUSG00000090523.3	Gypc	0.0530488677706361
ENSMUSG00000049624.15	Slc17a5	0.481148235125032
ENSMUSG00000002105.16	Slc39a13	0.0816522856342901
ENSMUSG00000044715.8	Gskip	0
ENSMUSG00000011832.17	Evi5l	0
ENSMUSG00000036202.17	Rif1	0.108345942241158
ENSMUSG00000021236.17	Entpd5	0
ENSMUSG00000025612.6	Bach1	0.100217188785261
ENSMUSG00000040327.17	Cul9	0.295660075744808
ENSMUSG00000040287.10	Stac3	0.07662178255904
ENSMUSG00000019996.18	Map7	0.214200576516666
ENSMUSG00000032436.18	Cmtm7	0.181224467326387
ENSMUSG00000081058.6	H3c15	0.26872858847686
ENSMUSG00000048874.16	Phf3	0.195413019478892
ENSMUSG00000032271.14	Nnmt	0.18672944916022
ENSMUSG00000020334.7	Slc22a4	0
ENSMUSG00000028800.16	Hdac1	0.0530767292636522
ENSMUSG00000044857.9	Lemd2	0
ENSMUSG00000029229.9	Chic2	0.102643350993315
ENSMUSG00000033931.10	Rbm34	0.00229620276856623
ENSMUSG00000037958.14	Nsrp1	0.475994769608767
ENSMUSG00000041815.15	Poldip3	0.252659990033955
ENSMUSG00000036214.15	Polr1has	0.156074012968446
ENSMUSG00000021484.9	Lman2	0
ENSMUSG00000002489.17	Tiam1	0
ENSMUSG00000044783.17	Hjurp	0
ENSMUSG00000057134.7	Ado	0.160690567915519
ENSMUSG00000029578.16	Wipi2	0.0517320806422002
ENSMUSG00000073433.12	Arhgdig	0.0153110808512777
ENSMUSG00000037652.16	Phc3	0.328585914418484
ENSMUSG00000040795.13	Iqcc	0.339231921053998
ENSMUSG00000020248.19	Nfyb	0.134424001987116
ENSMUSG00000031858.17	Mau2	0.250573417939261
ENSMUSG00000027165.17	Iftap	0.182549518762915
ENSMUSG00000024805.17	Pcgf5	0.0937709927023752
ENSMUSG00000018554.14	Ybx2	0
ENSMUSG00000061462.19	Obscn	0.564646106467272
ENSMUSG00000030120.15	Mlf2	0.122889770721622
ENSMUSG00000002797.10	Ggct	0.0918693488276823
ENSMUSG00000051934.6	Spats2	0.109627788539564
ENSMUSG00000036955.17	Kifbp	0.00371931775575285
ENSMUSG00000020859.17	Spag9	0.157532599966345
ENSMUSG00000049807.17	Arhgap23	0.297899192942451
ENSMUSG00000024740.11	Ddb1	0.0418879970698047
ENSMUSG00000034593.17	Myo5a	0.248245673618694
ENSMUSG00000047635.7	2810006K23Rik	0.0474685627040226
ENSMUSG00000034189.6	Hsdl1	0.287572676071391
ENSMUSG00000041180.14	Hectd2	0.056657990656265
ENSMUSG00000053768.14	Chchd3	0.0522447006542564
ENSMUSG00000041653.6	Pnpla3	0.15047121610837
ENSMUSG00000014859.10	E2f4	0.443449495126357
ENSMUSG00000011658.17	Fuz	0.00113655425139448
ENSMUSG00000055737.13	Ghr	0
ENSMUSG00000030530.16	Furin	0.0516174001241191
ENSMUSG00000020921.7	Tmem101	0.348237192858243
ENSMUSG00000050069.4	Grem2	1.46363390174532
ENSMUSG00000028444.18	Cntfr	0.924279193389286
ENSMUSG00000069372.4	Ctxn3	0
ENSMUSG00000027076.11	Timm10	0
ENSMUSG00000051343.12	Rab11fip5	0.881488330602519
ENSMUSG00000032062.4	2310030G06Rik	0.0428334282177035
ENSMUSG00000067818.7	Myl9	0.0258820134903814
ENSMUSG00000028949.14	Smarcd3	0.1305198741042
ENSMUSG00000032456.14	Nmnat3	0.067195004451362
ENSMUSG00000028907.8	Utp11	0
ENSMUSG00000075376.11	Rc3h2	0.124423405783763
ENSMUSG00000035726.9	Supt16	0.229712838771607
ENSMUSG00000040859.15	Bsdc1	0
ENSMUSG00000002455.15	Prpf6	0
ENSMUSG00000041057.11	Wdr43	0.0976961722140181
ENSMUSG00000025745.13	Hadha	0.219797552653695
ENSMUSG00000028414.18	Fktn	0.619689094628485
ENSMUSG00000022323.12	Rida	0.0730803938305345
ENSMUSG00000020275.10	Rel	0.100405936132797
ENSMUSG00000037608.17	Bclaf1	0
ENSMUSG00000017692.9	Rhbdl3	0.774757967028925
ENSMUSG00000028345.16	Tex10	0
ENSMUSG00000028383.18	Hsdl2	0.246802764345421
ENSMUSG00000022812.15	Gsk3b	0
ENSMUSG00000053769.6	Lysmd1	0.0285018925633346
ENSMUSG00000035696.16	Rnf38	0.339464332622762
ENSMUSG00000039191.13	Rbpj	0.17318047860839
ENSMUSG00000028889.18	Yrdc	0.0267356470192169
ENSMUSG00000039910.11	Cited2	0
ENSMUSG00000017831.9	Rab5a	0.0454553729957077
ENSMUSG00000035828.12	Pim3	0.618702457516991
ENSMUSG00000012483.5	Rpa3	0.0627263097874954
ENSMUSG00000042462.5	Dctpp1	0.123744821819462
ENSMUSG00000028343.11	Erp44	0.417304045435084
ENSMUSG00000007613.16	Tgfbr1	0.0418594202356922
ENSMUSG00000021782.15	Dlg5	0.0937633668276917
ENSMUSG00000052656.13	Rnf103	0.19001530633395
ENSMUSG00000020380.17	Rad50	0.392823974904122
ENSMUSG00000020063.17	Sirt1	0.213365033728116
ENSMUSG00000050965.15	Prkca	0.422162406773112
ENSMUSG00000037351.10	Actr1b	0.071897303369692
ENSMUSG00000048310.9	Pskh1	0.152814999306766
ENSMUSG00000040842.18	Szrd1	0
ENSMUSG00000019897.9	Ccdc59	0.0559670540769023
ENSMUSG00000015804.15	Med28	0.16079449868347
ENSMUSG00000053253.17	Ndfip2	0.114469724558126
ENSMUSG00000030301.18	Ccdc91	0.223403034122899
ENSMUSG00000031808.8	Slc27a1	0.355486112076024
ENSMUSG00000074102.5	Rbm15b	0.12324268185274
ENSMUSG00000019738.16	Polr2i	0.418049563860421
ENSMUSG00000036781.14	Rps27l	0.233301606324434
ENSMUSG00000026502.14	Desi2	0.483499007793174
ENSMUSG00000040365.15	Trim41	0.0956030028718965
ENSMUSG00000022237.18	Ankrd33b	0.100438837165565
ENSMUSG00000041801.6	Phlda3	0.115950691033866
ENSMUSG00000023336.7	Wfdc1	0.0828106922066104
ENSMUSG00000032571.15	Pik3r4	0.129522475406108
ENSMUSG00000047710.9	Champ1	0.430908566915364
ENSMUSG00000026021.16	Sumo1	0.228345256496923
ENSMUSG00000022125.8	Cln5	0.168173909147864
ENSMUSG00000074405.9	Zfp865	0.00489488514565213
ENSMUSG00000032504.16	Pdcd6ip	0.326409447838349
ENSMUSG00000019558.15	Slc6a8	0.424004684908073
ENSMUSG00000023805.18	Synj2	0.592172641227472
ENSMUSG00000032192.10	Gnb5	0.0750104602513658
ENSMUSG00000020211.16	Sf3a2	0.0134631704376263
ENSMUSG00000039781.15	Cep131	0.140340484699283
ENSMUSG00000027642.16	Rpn2	0.0348500053254517
ENSMUSG00000073096.12	Lrrc61	0.480232362338834
ENSMUSG00000021124.14	Vti1b	0.118338743474945
ENSMUSG00000062352.16	Itgb1bp1	0.353478956868141
ENSMUSG00000055707.14	Klhl26	0.0366587337734997
ENSMUSG00000036323.15	Srp72	0.19501941344355
ENSMUSG00000018900.8	Slc22a5	0.384096468824569
ENSMUSG00000032939.15	Nup93	0
ENSMUSG00000019822.13	Smpd2	0.254096304104832
ENSMUSG00000031871.10	Cdh5	0.45434208910769
ENSMUSG00000040506.17	Ambra1	0.376768667037123
ENSMUSG00000026558.14	Uck2	0
ENSMUSG00000029422.16	Rsrc2	0.157863919442375
ENSMUSG00000057054.12	Inca1	0.11143510051619
ENSMUSG00000056493.10	Foxk1	0.67482030625672
ENSMUSG00000018076.13	Med13l	0.134912105536201
ENSMUSG00000036492.13	Rnf39	0.484500894481756
ENSMUSG00000027983.14	Cyp2u1	0.046435154445749
ENSMUSG00000078772.3	Gm12353	0.253951834475039
ENSMUSG00000072770.10	Acrbp	0.00826154066767935
ENSMUSG00000028273.16	Pdlim5	0.0494319128633744
ENSMUSG00000034981.10	Parm1	0
ENSMUSG00000030058.18	Copg1	0.017927473065462
ENSMUSG00000022521.11	Crebbp	0.266463734425741
ENSMUSG00000025199.17	Chuk	0.320096392604267
ENSMUSG00000022973.19	Synj1	0.450064315051146
ENSMUSG00000031644.20	Nek1	0.450698603928975
ENSMUSG00000019278.6	Dpep1	0.208402620468058
ENSMUSG00000025499.19	Hras	0.0494648988566462
ENSMUSG00000076435.4	Acsf2	0.544064867020922
ENSMUSG00000016757.12	Ttll12	0
ENSMUSG00000014633.16	Cmc2	0.0716424979401167
ENSMUSG00000012428.10	Steap4	0.236939393283811
ENSMUSG00000035944.18	Ttc38	0.408094335530071
ENSMUSG00000028089.6	Chd1l	0.127849185365607
ENSMUSG00000010290.8	AI597479	0.0796656356017883
ENSMUSG00000020935.9	Dcakd	0.0104588038310077
ENSMUSG00000079509.11	Zfx	0.407468741633515
ENSMUSG00000059866.14	Tnip2	0.304890314810917
ENSMUSG00000034042.17	Gpbp1l1	0.113473356746294
ENSMUSG00000038564.12	Ift172	0.158290852687233
ENSMUSG00000023104.10	Rfc2	0.00386696559077779
ENSMUSG00000034602.16	Mon2	0
ENSMUSG00000028955.4	Vamp3	0.260596778058542
ENSMUSG00000031482.10	Slc25a15	0.0238093105440534
ENSMUSG00000023953.10	Polh	0.199296108984647
ENSMUSG00000026584.15	Scyl3	0.377011154910951
ENSMUSG00000031441.16	Atp11a	0.10666663937157
ENSMUSG00000007338.11	Mrpl49	0.190258898381022
ENSMUSG00000028773.9	Fabp3	0.110052087227128
ENSMUSG00000030123.16	Plxnd1	0.337632133536505
ENSMUSG00000038290.16	Smg6	0.0494863251638087
ENSMUSG00000002768.9	Mea1	0.138606113702718
ENSMUSG00000074746.4	Pdzd8	0.0118271146262227
ENSMUSG00000028563.17	Tm2d1	0.340102857041113
ENSMUSG00000035027.19	Map2k2	0.186107367411169
ENSMUSG00000041870.18	Ankrd13a	0.0952853230339032
ENSMUSG00000048445.7	Ccdc57	0.378990330019278
ENSMUSG00000033060.17	Lmo7	0.557988247759292
ENSMUSG00000002129.12	Sf3a1	0
ENSMUSG00000042328.14	Hps4	0.0874617281516682
ENSMUSG00000004071.14	Cdip1	0.25097223834217
ENSMUSG00000024921.18	Smarca2	0.287962191530979
ENSMUSG00000060802.9	B2m	0.0219389366123248
ENSMUSG00000025538.16	Sumf2	0.409290085186177
ENSMUSG00000020806.16	Rhbdf2	0
ENSMUSG00000026924.18	Sec16a	0.208012571443878
ENSMUSG00000030865.5	Chp2	0.604313014000153
ENSMUSG00000033732.11	Sf3b3	0
ENSMUSG00000040761.17	Spen	0.116949711465984
ENSMUSG00000032968.5	Inha	0.0208179739387975
ENSMUSG00000000823.17	Zfp512b	0.0122519647998817
ENSMUSG00000053289.9	Ddx10	0.122573636608738
ENSMUSG00000019877.11	Serinc1	0.121115041691996
ENSMUSG00000031885.15	Cbfb	0.427671429847777
ENSMUSG00000024212.10	Mllt1	0.262403486511888
ENSMUSG00000022339.10	Ebag9	0.274574941075868
ENSMUSG00000027852.15	Nras	0.131920386902605
ENSMUSG00000042249.12	Grk3	0
ENSMUSG00000034088.16	Hdlbp	0.0495379897063775
ENSMUSG00000025492.7	Ifitm3	0.423304894790181
ENSMUSG00000028057.15	Rit1	0.00351205127041574
ENSMUSG00000024446.14	Rpp21	0.040603490570591
ENSMUSG00000044791.17	Setd2	0.126232186337406
ENSMUSG00000032942.15	Ucp3	2.23227330869284
ENSMUSG00000002814.16	Top3a	0.081416446634172
ENSMUSG00000032615.15	Nt5m	0.348323265090168
ENSMUSG00000052155.6	Acvr2a	0.250793928660406
ENSMUSG00000029598.13	Plbd2	0.136315174827771
ENSMUSG00000028522.17	Mier1	0.250470710248809
ENSMUSG00000026727.11	Rsu1	0.140104601452475
ENSMUSG00000030986.14	Dhx32	0
ENSMUSG00000019826.12	Zbtb24	0.0529760973466743
ENSMUSG00000020705.7	Ddx42	0.002429162048259
ENSMUSG00000036822.7	Topors	0.311907878961413
ENSMUSG00000052712.18	BC004004	0.0295575179723903
ENSMUSG00000023025.17	Larp4	0.093036680715387
ENSMUSG00000024966.10	Stip1	0.502122331309108
ENSMUSG00000074797.12	Itpa	0.208615254613623
ENSMUSG00000085793.3	Lin52	0.556551959483459
ENSMUSG00000011254.17	Thg1l	0.0217665576393408
ENSMUSG00000029048.4	Rer1	0.127794006630912
ENSMUSG00000003476.17	Crhr2	0.282068661060489
ENSMUSG00000031360.15	Ctps2	0.172998012022841
ENSMUSG00000000811.15	Txnrd3	0
ENSMUSG00000022064.11	Pibf1	0.194578251429852
ENSMUSG00000001632.17	Brpf1	0.0245823483453519
ENSMUSG00000003575.14	Crtc1	0
ENSMUSG00000015971.6	Actr8	0
ENSMUSG00000027510.18	Rbm38	0.502377036300761
ENSMUSG00000021134.18	Srsf5	0.504027577835001
ENSMUSG00000041408.19	Wapl	0
ENSMUSG00000025887.11	Casp12	1.00538558566634
ENSMUSG00000030126.18	Tmcc1	0.593887333824697
ENSMUSG00000039105.7	Atp6v1g1	0.361481627454594
ENSMUSG00000020937.15	Plcd3	0.373548136100822
ENSMUSG00000069565.13	Dazap1	0
ENSMUSG00000034659.15	Tmem109	0.00414670374537765
ENSMUSG00000026966.7	Ssna1	0.367438175909782
ENSMUSG00000052253.7	Zfp622	0.0604492133630057
ENSMUSG00000039670.3	Oxld1	0.123568880519043
ENSMUSG00000058709.12	Egln2	0.416789901693517
ENSMUSG00000018293.5	Pfn1	0.238865065281472
ENSMUSG00000023067.15	Cdkn1a	1.57841947809348
ENSMUSG00000039069.20	Mtg2	0.32407964396766
ENSMUSG00000035671.7	Zswim4	0.170466552185828
ENSMUSG00000016409.5	Nkap	0.33553747089892
ENSMUSG00000029575.18	Mmab	0
ENSMUSG00000033454.7	Zbtb1	0.0465098885054927
ENSMUSG00000029486.14	Mrpl1	0.184960109197235
ENSMUSG00000029249.16	Rest	0.541414187206862
ENSMUSG00000019782.11	Rwdd1	0.220221233267702
ENSMUSG00000032120.12	C2cd2l	0.325182378580995
