Geneid	Symbol	Chow_GElaS
ENSMUSG00000016541.11	Atxn10	0
ENSMUSG00000046727.14	Cystm1	0
ENSMUSG00000036285.11	Noa1	0.26477360127564
ENSMUSG00000037326.11	Capn15	0
ENSMUSG00000054091.10	1810037I17Rik	0.156994850125462
ENSMUSG00000019777.17	Hdac2	0.462694053007487
ENSMUSG00000027195.11	Hsd17b12	0.0985172051267795
ENSMUSG00000022297.16	Fzd6	0.0640698237834698
ENSMUSG00000061024.9	Rrs1	0
ENSMUSG00000071652.9	Ints5	0.360510137610554
ENSMUSG00000043940.16	Wdfy3	0
ENSMUSG00000018899.18	Irf1	0.27088071197779
ENSMUSG00000020736.13	Nt5c	0.169068019486995
ENSMUSG00000003464.14	Pex19	0.500576446290503
ENSMUSG00000010358.14	Ifi35	0.690063272869737
ENSMUSG00000117924.2	Tmem223	0.0177967380642604
ENSMUSG00000029234.14	Tmem165	0.435683648627805
ENSMUSG00000028696.13	Ipp	0.435825795276801
ENSMUSG00000057425.4	Ugt2b37	0
ENSMUSG00000028245.16	Nsmaf	0.127228835337233
ENSMUSG00000007039.13	Ddah2	0.0823656886390168
ENSMUSG00000041718.17	Alg13	0
ENSMUSG00000038541.9	Srd5a2	0
ENSMUSG00000064368.1	mt-Nd6	0.234502772429106
ENSMUSG00000042772.16	Smg7	0.178153538154329
ENSMUSG00000067144.8	Slc22a7	1.11834898235328
ENSMUSG00000028792.15	Ak2	0
ENSMUSG00000024293.17	Esco1	0
ENSMUSG00000035042.3	Ccl5	1.99484710011338
ENSMUSG00000022814.7	Umps	0.413470260244643
ENSMUSG00000062963.11	Ufc1	0.0571237703050251
ENSMUSG00000058818.14	Pirb	1.11171945217182
ENSMUSG00000027505.3	Fam209	1.31576775427358
ENSMUSG00000026417.14	Pigr	0.584076143017967
ENSMUSG00000056228.11	Cars2	0.450697656321466
ENSMUSG00000038116.17	Phf20	0
ENSMUSG00000063229.16	Ldha	0.247986838345585
ENSMUSG00000042569.14	Dhrs7b	0.0820006801542274
ENSMUSG00000020653.13	Klf11	0.610419991397246
ENSMUSG00000059278.10	Naa38	0.0581736971387383
ENSMUSG00000023224.13	Serping1	0.620346361429812
ENSMUSG00000046916.10	Myct1	0.0284460778451515
ENSMUSG00000033943.16	Mga	0
ENSMUSG00000000049.12	Apoh	0.55260891119434
ENSMUSG00000063019.6	Manbal	0.101524115594225
ENSMUSG00000025280.9	Polr3a	0.0437957537762027
ENSMUSG00000044991.11	Shld1	0.677239564353643
ENSMUSG00000030008.10	Pradc1	0
ENSMUSG00000031906.10	Smpd3	0
ENSMUSG00000022702.17	Hira	0.245607921349116
ENSMUSG00000071659.5	Hnrnpul2	0
ENSMUSG00000017686.18	Rhot1	0
ENSMUSG00000021786.14	Oxsm	0.0375993143329825
ENSMUSG00000025731.17	Mettl26	0
ENSMUSG00000033114.12	Slc35d2	0.433972492188933
ENSMUSG00000035877.18	Zhx3	0.567394510593758
ENSMUSG00000029596.14	Sdsl	0
ENSMUSG00000050552.9	Lamtor4	0
ENSMUSG00000046314.17	Stxbp6	0.548365202367012
ENSMUSG00000035505.15	Cox18	0.70541522783348
ENSMUSG00000001016.13	Ilf2	0.275440492601309
ENSMUSG00000022428.9	Cby1	0.00266077565508784
ENSMUSG00000050812.19	Ecpas	0
ENSMUSG00000040599.14	Mis12	0.827034791685225
ENSMUSG00000029699.14	Ssc4d	0
ENSMUSG00000025225.16	Nfkb2	0.597478333283714
ENSMUSG00000052794.14	1700030K09Rik	0
ENSMUSG00000078453.4	Abracl	0.147037756009077
ENSMUSG00000028060.15	Khdc4	0.141939627316103
ENSMUSG00000022808.6	Snx4	0.0103176857777817
ENSMUSG00000039810.12	Zc3h10	0.433934257023056
ENSMUSG00000006731.11	B4galnt1	0.04618804712414
ENSMUSG00000032002.11	Dcun1d5	0.545886826260674
ENSMUSG00000028465.17	Tln1	0
ENSMUSG00000020017.15	Hal	1.02215566104341
ENSMUSG00000096546.3	Smlr1	1.03253990354095
ENSMUSG00000023286.17	Ube2j2	0.309669887496856
ENSMUSG00000020364.15	Zfp354a	0.616085181221702
ENSMUSG00000018189.13	Uchl5	0
ENSMUSG00000042705.10	Commd10	0
ENSMUSG00000096687.9	Mfsd4b4	0
ENSMUSG00000028988.14	Ctnnbip1	0.458191039572356
ENSMUSG00000003033.16	Ap1m1	0
ENSMUSG00000044098.15	Rsbn1	0.169407112616206
ENSMUSG00000030357.11	Fkbp4	0.527161914868877
ENSMUSG00000024298.16	Zfp871	0.829195171267666
ENSMUSG00000018347.17	Zkscan6	0.0878267379470757
ENSMUSG00000005823.10	Gpr108	0
ENSMUSG00000028886.16	Eya3	0.0660134362508436
ENSMUSG00000018143.11	Mafk	0.633354950096365
ENSMUSG00000027424.12	Mgme1	0.512327055252252
ENSMUSG00000073563.4	Csnk1g3	0.509947613888879
ENSMUSG00000039840.9	Epg5	0
ENSMUSG00000031357.4	Syap1	0.531742521480555
ENSMUSG00000038024.18	Dennd4c	0
ENSMUSG00000026698.9	Pigc	0.381688732423857
ENSMUSG00000024570.8	Rbfa	0
ENSMUSG00000022706.17	Mrpl40	0.0205907688414835
ENSMUSG00000057406.17	Nsd2	0.304199469593473
ENSMUSG00000019659.9	Ccdc12	0.19786156307893
ENSMUSG00000030494.14	Rhpn2	0.555665953252861
ENSMUSG00000022475.20	Hdac7	0.426691233274493
ENSMUSG00000028140.14	Mrpl9	0.236530566051807
ENSMUSG00000041378.3	Cldn5	1.59013715850995
ENSMUSG00000058325.7	Dock1	0
ENSMUSG00000016942.7	Tmprss6	0
ENSMUSG00000001157.14	Gmcl1	0.502973879179508
ENSMUSG00000014245.9	Pigl	0.125890096715529
ENSMUSG00000001127.13	Araf	0.0163715360293125
ENSMUSG00000028952.13	Zbtb48	0.61202825633708
ENSMUSG00000029592.12	Usp30	0
ENSMUSG00000024683.7	Mrpl16	0.556672331505412
ENSMUSG00000016028.12	Celsr1	0
ENSMUSG00000032306.15	Mpi	0.207159253670631
ENSMUSG00000062944.5	9130023H24Rik	0
ENSMUSG00000019970.16	Sgk1	1.45769590485
ENSMUSG00000046034.9	Otulin	0.52358892350035
ENSMUSG00000022790.15	Igsf11	0
ENSMUSG00000064037.14	Gpn1	0.445646737894752
ENSMUSG00000033157.18	Abhd10	0.284720117549875
ENSMUSG00000020051.18	Pah	0.884290038554893
ENSMUSG00000016831.13	Tox4	0.329140691183669
ENSMUSG00000024456.17	Diaph1	0
ENSMUSG00000026667.15	Uhmk1	0
ENSMUSG00000059060.16	Rad51b	1.19816091512008
ENSMUSG00000027820.13	Mme	0
ENSMUSG00000037370.14	Enpp1	0.852418753954335
ENSMUSG00000040446.5	Rprd1a	0.117428466921735
ENSMUSG00000052337.16	Immt	0.13826404820183
ENSMUSG00000001507.17	Itga3	0.42052697365728
ENSMUSG00000061740.9	Cyp2d22	0.516442240577062
ENSMUSG00000022237.18	Ankrd33b	0.726957961069926
ENSMUSG00000035842.11	Ddx11	0.102078377767581
ENSMUSG00000059089.5	Fcgr4	1.55728960344206
ENSMUSG00000028024.15	Enpep	0.715806618495781
ENSMUSG00000040464.16	Gtpbp10	0.124851628850758
ENSMUSG00000029571.15	Tmem106b	0.9856422795551
ENSMUSG00000031826.21	Usp10	0.261585285192092
ENSMUSG00000074030.4	Exoc8	0
ENSMUSG00000028978.13	Nos3	0.750370205639498
ENSMUSG00000029538.15	Srsf9	0.49087868863824
ENSMUSG00000025486.18	Sirt3	0.283305314667085
ENSMUSG00000020495.14	Smg8	0.497300099192691
ENSMUSG00000004085.15	Map3k20	0.355067651239568
ENSMUSG00000033396.14	Spg11	0
ENSMUSG00000025290.18	Rps24	0
ENSMUSG00000020467.16	Efemp1	1.31318083318979
ENSMUSG00000040795.13	Iqcc	0.136950028171221
ENSMUSG00000029725.11	Ppp1r35	0.58126773817871
ENSMUSG00000094806.3	Cyp2d10	0.673953378099428
ENSMUSG00000026035.16	Ppil3	0.409208511021153
ENSMUSG00000031393.17	Mecp2	0.107159177712852
ENSMUSG00000021621.16	Zcchc9	0.437437668270851
ENSMUSG00000008167.15	Fbxw9	1.04121799695751
ENSMUSG00000021271.6	Zfp839	0.0685096712400518
ENSMUSG00000062867.14	Impdh2	0.487819959890053
ENSMUSG00000000194.14	Gpr107	0.349591495930603
ENSMUSG00000032109.16	Nlrx1	0
ENSMUSG00000020300.15	Cpeb4	0.621713600528495
ENSMUSG00000003226.8	Ranbp2	0
ENSMUSG00000031889.10	D230025D16Rik	0.722562385820203
ENSMUSG00000046785.9	Epm2aip1	0
ENSMUSG00000020697.17	Lig3	0
ENSMUSG00000027397.15	Slc20a1	0.707474578090665
ENSMUSG00000024592.16	C330018D20Rik	0
ENSMUSG00000032405.11	Pias1	0.0412913421317335
ENSMUSG00000032363.16	Adamts7	0.813590641730217
ENSMUSG00000070737.11	Tmem35b	0
ENSMUSG00000020262.16	Adarb1	0.730909473305616
ENSMUSG00000025200.8	Cwf19l1	0.0546265045275923
ENSMUSG00000057897.15	Camk2b	0.0325177408039791
ENSMUSG00000030499.10	Kctd15	0.21627736484993
ENSMUSG00000039770.7	Ypel5	0
ENSMUSG00000024349.11	Sting1	0.672635363117351
ENSMUSG00000002372.10	Ranbp3	0.0917708615182635
ENSMUSG00000031949.18	Adat1	0.433575891479463
ENSMUSG00000045930.4	Clec14a	0.161283151206042
ENSMUSG00000038072.15	Galnt11	0.000268082189447152
ENSMUSG00000039763.11	Dnajc28	0.437769932905096
ENSMUSG00000037151.9	Lrrc20	0.0661289460029196
ENSMUSG00000027422.16	Rrbp1	0.381302102500272
ENSMUSG00000029587.17	Zfp12	0.316137361783304
ENSMUSG00000062937.8	Mtap	0.375304940142693
ENSMUSG00000032735.16	Ablim3	0.610212623147833
ENSMUSG00000023944.15	Hsp90ab1	0
ENSMUSG00000056978.9	Hamp2	1.21489896524045
ENSMUSG00000066640.12	Fbxl18	0.136415540654803
ENSMUSG00000032579.15	Hemk1	0.447789977138687
ENSMUSG00000040859.15	Bsdc1	0.535206242622095
ENSMUSG00000031360.15	Ctps2	0.938799081740539
ENSMUSG00000018604.19	Tbx3	1.01966980878436
ENSMUSG00000040123.18	Zmym5	0.760438692522342
ENSMUSG00000033379.14	Atp6v0b	0
ENSMUSG00000019797.12	Mtres1	0.627292863352611
ENSMUSG00000018476.8	Kdm6b	0.0250720838246564
ENSMUSG00000026974.12	Zmynd19	0.559625835570688
ENSMUSG00000044617.9	Zbtb39	0.179115641477205
ENSMUSG00000002222.15	Rmnd5a	0.476236845169107
ENSMUSG00000075273.5	Ttc30b	0.595416460799624
ENSMUSG00000019837.9	Gtf3c6	0.611076832555
ENSMUSG00000018102.6	H2bc4	0.392464270384036
ENSMUSG00000039735.17	Fnbp1l	0
ENSMUSG00000005198.16	Polr2a	0.389421909373759
ENSMUSG00000028759.14	Hp1bp3	0.0401769248722192
ENSMUSG00000026176.14	Ctdsp1	0.428989237710959
ENSMUSG00000059355.14	Wdr83os	0.0925762671379115
ENSMUSG00000102252.6	Snrpn	0
ENSMUSG00000062949.14	Atp11c	0
ENSMUSG00000027944.14	Hax1	0.114138355219228
ENSMUSG00000026199.18	Ankzf1	0.409522296132094
ENSMUSG00000039001.13	Rps21	0
ENSMUSG00000029759.10	Pon3	0
ENSMUSG00000061559.16	Wdr61	0
ENSMUSG00000090841.3	Myl6	0
ENSMUSG00000038291.17	Snx25	0
ENSMUSG00000031681.17	Smad1	0.0752363776493312
ENSMUSG00000019863.8	Qrsl1	0.629651163636793
ENSMUSG00000028982.10	Slc25a33	1.04491013593173
ENSMUSG00000018651.15	Tada2a	0.407320369380603
ENSMUSG00000070705.4	Eid2b	0.100093795479309
ENSMUSG00000027552.15	E2f5	0
ENSMUSG00000009733.10	Tfcp2	0
ENSMUSG00000004268.12	Emg1	0.594390107039135
ENSMUSG00000029480.14	Dhx37	0.425262948168637
ENSMUSG00000054920.13	Klhl5	0.440547986934071
ENSMUSG00000039456.11	Morc3	0.0242551115131905
ENSMUSG00000048310.9	Pskh1	0.632078483114088
ENSMUSG00000034845.7	Plvap	0.422582088393288
ENSMUSG00000038615.18	Nfe2l1	0.959325666566369
ENSMUSG00000049606.17	Zfp644	0
ENSMUSG00000030587.6	2200002D01Rik	0
ENSMUSG00000005907.15	Pex1	0
ENSMUSG00000059498.14	Fcgr3	1.64739443745135
ENSMUSG00000033439.13	Trmt13	0.346439486308944
ENSMUSG00000040479.13	Dgkz	0.0857891667667651
ENSMUSG00000022462.8	Slc38a2	1.14040320889741
ENSMUSG00000025078.10	Nhlrc2	0.30974504147761
ENSMUSG00000045377.6	Tmem88	0.118572388510244
ENSMUSG00000034714.10	Ttyh2	0.590906215000433
ENSMUSG00000047126.18	Cltc	0
ENSMUSG00000023829.10	Slc22a1	0.126712717495346
ENSMUSG00000040054.18	Baz2a	0.00303566434428843
ENSMUSG00000068923.15	Syt11	0
ENSMUSG00000027900.16	Dram2	0.547565940472221
ENSMUSG00000048200.13	Cracr2b	0.597748036457355
ENSMUSG00000050891.11	Tatdn1	0.365530784667624
ENSMUSG00000066621.13	Tecpr1	0.0643405237514227
ENSMUSG00000043290.7	Zfp784	0
ENSMUSG00000025437.16	Usp33	0
ENSMUSG00000060923.6	Acyp2	0
ENSMUSG00000024155.9	Meiob	0
ENSMUSG00000043085.15	Tmem82	0.230229826796088
ENSMUSG00000036966.16	Spryd3	0
ENSMUSG00000038803.8	Ost4	0.140986931623141
ENSMUSG00000035441.15	Myo1d	0.851200241274087
ENSMUSG00000026311.17	Asb1	0.242401352201112
ENSMUSG00000036639.13	Nudt1	0.414751706237846
ENSMUSG00000051147.11	Nat2	0
ENSMUSG00000029580.15	Actb	0.558733459554562
ENSMUSG00000071662.5	Polr2g	0.0916432937372848
ENSMUSG00000028868.14	Wasf2	0.391470626525006
ENSMUSG00000039620.18	Trmt9b	0
ENSMUSG00000026575.16	Nme7	0
ENSMUSG00000021967.5	Mrpl57	0.162702838473108
ENSMUSG00000055137.8	Sugct	0.744135806659453
ENSMUSG00000038900.18	Rpl12	0.207368602159152
ENSMUSG00000032264.10	Zw10	0.121315145755989
ENSMUSG00000002944.16	Cd36	0.361780988886168
ENSMUSG00000022218.17	Tgm1	1.45871042405964
ENSMUSG00000024068.9	Spast	0.185205541182818
ENSMUSG00000061371.8	Zfp873	0.466511530674207
ENSMUSG00000007655.17	Cav1	0.457558851521407
ENSMUSG00000021532.12	Fastkd3	0.0772840840104959
ENSMUSG00000005262.14	Ufd1	0
ENSMUSG00000021948.18	Prkcd	0
ENSMUSG00000059995.13	Atxn7l3	0.35995688649884
ENSMUSG00000028356.5	Ambp	0
ENSMUSG00000028051.11	Hcn3	0.0111273374415144
ENSMUSG00000020101.15	Vsir	0
ENSMUSG00000020307.16	Cdc34	0.762791547521703
ENSMUSG00000034617.8	Mtrr	0.0734306427736825
ENSMUSG00000029004.16	Kmt2e	0.0419676343795048
ENSMUSG00000049751.7	Rpl36al	0.351479734410798
ENSMUSG00000018669.15	Cdk5rap3	0.347884747674157
ENSMUSG00000031791.9	Tmem38a	0.593923270192881
ENSMUSG00000068823.11	Csde1	0
ENSMUSG00000031887.14	Tradd	0.132214377898857
ENSMUSG00000030516.15	Tjp1	0
ENSMUSG00000031753.17	Cog4	0
ENSMUSG00000034595.18	Ppp1r18	0.836732898283238
ENSMUSG00000025413.14	Ttc4	0.495285976894248
ENSMUSG00000041632.8	Mrps27	0.760836556729491
ENSMUSG00000038384.17	Setd1b	0.625657613020849
ENSMUSG00000026814.17	Eng	0.618782949873295
ENSMUSG00000009291.14	Pttg1ip	0.571472060031592
ENSMUSG00000024696.10	Lpxn	0.689009617923893
ENSMUSG00000028911.17	Srsf4	0.546001460601032
ENSMUSG00000055435.7	Maf	0.711643317345794
ENSMUSG00000027968.12	Larp7	0.676191347286914
ENSMUSG00000057667.8	Bloc1s3	0.419609880231787
ENSMUSG00000041135.16	Ripk2	0
ENSMUSG00000024260.15	Sap130	0.507621025631642
ENSMUSG00000067847.14	Romo1	0.154413801669293
ENSMUSG00000039345.17	Mettl22	0.334258208746571
ENSMUSG00000035798.15	Zdhhc17	0.0484486276436731
ENSMUSG00000015143.16	Actn1	0
ENSMUSG00000074656.13	Eif2s2	0.113877474375207
ENSMUSG00000055296.15	Tmem245	0.0717604979522303
ENSMUSG00000028070.8	Naxe	0
ENSMUSG00000053846.6	Lipg	1.55598416316481
ENSMUSG00000021054.7	Sgpp1	0.0926281469946812
ENSMUSG00000045257.11	Morn2	0.12135288151147
ENSMUSG00000040681.17	Hmgn1	0.265318073990585
ENSMUSG00000010277.8	2610507B11Rik	0
ENSMUSG00000018340.14	Anxa6	0.0828561488156001
ENSMUSG00000023923.11	Tbc1d5	0
ENSMUSG00000002968.10	Med25	0.119124198844704
ENSMUSG00000023021.16	Cers5	0.630807442910095
ENSMUSG00000042323.18	Pbrm1	0
ENSMUSG00000028622.12	Mrpl37	0.376214220529641
ENSMUSG00000019338.14	Zfp687	0.449731245898249
ENSMUSG00000021336.18	Slc17a4	0.746915941959978
ENSMUSG00000037664.14	Cdkn1c	0.740288677375317
ENSMUSG00000043019.13	Edem3	0
ENSMUSG00000021213.13	Akr1c13	0
ENSMUSG00000026034.18	Clk1	0.614711220519695
ENSMUSG00000000159.17	Igsf5	0.0325829242216632
ENSMUSG00000020198.9	Ap3d1	0
ENSMUSG00000040025.18	Ythdf2	0.0410117015147864
ENSMUSG00000027429.17	Sec23b	0.443261276678943
ENSMUSG00000026192.14	Atic	0.335111102147694
ENSMUSG00000038991.18	Txndc5	0.402970183201668
ENSMUSG00000029464.11	Gpn3	0
ENSMUSG00000009376.16	Met	0
ENSMUSG00000043079.18	Synpo	0
ENSMUSG00000037750.17	Fam222b	0.696580897836026
ENSMUSG00000036054.16	Sugp2	0.33184501553438
ENSMUSG00000015966.18	Il17rb	0.801293132601805
ENSMUSG00000019874.12	Fabp7	0.24981343042864
ENSMUSG00000020099.9	Unc5b	0
ENSMUSG00000026574.6	Dpt	1.41139622132354
ENSMUSG00000037526.8	Atg14	0.483316178854714
ENSMUSG00000026860.17	Sh3glb2	0.0851467356381648
ENSMUSG00000037206.16	Islr	0.94492364839952
ENSMUSG00000025137.16	Pcyt2	0
ENSMUSG00000071078.7	Nr2c2ap	0.694679820209605
ENSMUSG00000028614.15	Ndc1	0
ENSMUSG00000054021.7	Sirt5	0.592248956039994
ENSMUSG00000032372.15	Plscr2	0.183440537039448
ENSMUSG00000033542.14	Arhgef5	0
ENSMUSG00000029422.16	Rsrc2	0.461116144772149
ENSMUSG00000057858.9	Fam204a	0.160032598466845
ENSMUSG00000022978.12	Mis18a	0
ENSMUSG00000066979.7	Bub3	0.218124370217687
ENSMUSG00000021340.14	Gpld1	0.738677362739146
ENSMUSG00000078619.11	Smarcd2	0.635120602356644
ENSMUSG00000020922.12	Lsm12	0.560115599081197
ENSMUSG00000073678.5	Pgap1	0.660888837878639
ENSMUSG00000051234.7	Rnf7	0.4471613949881
ENSMUSG00000021276.11	Cinp	0.0375685632618349
ENSMUSG00000026158.12	Ogfrl1	0
ENSMUSG00000027387.12	Zc3h8	0.532438428673207
ENSMUSG00000021606.9	Ndufs6	0
ENSMUSG00000098188.2	Sowahc	0.571557122830665
ENSMUSG00000032501.10	Trib1	0.690024806241129
ENSMUSG00000036955.17	Kifbp	0.363483735723669
ENSMUSG00000003438.18	Timm50	0.0545284624985616
ENSMUSG00000024887.11	Asah2	0.522301009519634
ENSMUSG00000055737.13	Ghr	0
ENSMUSG00000021458.18	Aopep	0.461751630298198
ENSMUSG00000038704.13	Aspdh	0
ENSMUSG00000031546.7	Gins4	0
ENSMUSG00000006777.8	Krt23	0.544856648564002
ENSMUSG00000079509.11	Zfx	0
ENSMUSG00000029610.14	Aimp2	0.543086897106349
ENSMUSG00000010797.7	Wnt2	0
ENSMUSG00000022329.16	Stk3	0.039003946610384
ENSMUSG00000021492.16	F12	0.529696911720991
ENSMUSG00000025208.10	Mrpl43	0.447801110764092
ENSMUSG00000041567.4	Serpina12	0.52825567771291
ENSMUSG00000045107.6	Saysd1	0.56546378113688
ENSMUSG00000024424.16	Ttc39c	0
ENSMUSG00000022216.18	Psme1	0
ENSMUSG00000030498.16	Gas2	0
ENSMUSG00000030835.7	Nomo1	0
ENSMUSG00000079487.12	Med12	0
ENSMUSG00000025102.15	3110040N11Rik	0.889809895409282
ENSMUSG00000014470.5	Rnf166	0
ENSMUSG00000039967.15	Zfp292	0.13896021621065
ENSMUSG00000023348.12	Trip6	0.590970311413962
ENSMUSG00000032590.15	Apeh	0
ENSMUSG00000030470.16	Csrp3	0.0927916420437199
ENSMUSG00000029063.17	Nadk	0
ENSMUSG00000026566.16	Mpzl1	0
ENSMUSG00000026641.14	Usf1	0
ENSMUSG00000079426.14	Arpc4	0.00652284789020617
ENSMUSG00000027502.12	Rtf2	0.682549529966065
ENSMUSG00000070697.5	Utp3	0
ENSMUSG00000020027.19	Socs2	0
ENSMUSG00000016559.15	H3f3b	0.160024293084498
ENSMUSG00000073888.14	Ccl27a	0
ENSMUSG00000037712.18	Fermt2	0.899870697317707
ENSMUSG00000029581.15	Fscn1	0.243707830909979
ENSMUSG00000031536.7	Polb	0.688306587102131
ENSMUSG00000044562.13	Rasip1	0
ENSMUSG00000024790.9	Sac3d1	0.385741490630699
ENSMUSG00000035086.14	Becn1	0
ENSMUSG00000042082.8	Arsb	0
ENSMUSG00000026433.14	Rab29	0
ENSMUSG00000019143.16	Hars2	0.22672758174514
ENSMUSG00000033446.8	Lpar6	0.0303675532153105
ENSMUSG00000030064.17	Frmd4b	0.917437150092844
ENSMUSG00000026888.15	Grb14	0.561242764844871
ENSMUSG00000020669.16	Sh3yl1	0.17004260729243
ENSMUSG00000035941.16	Ibtk	0
ENSMUSG00000012117.14	Dhdds	0.531912213408847
ENSMUSG00000031792.16	Usb1	0.0323785425014456
ENSMUSG00000030590.16	Fam98c	0
ENSMUSG00000044748.9	Defb1	0.196252344936381
ENSMUSG00000000088.8	Cox5a	0
ENSMUSG00000061458.10	Nol10	0.6183506316378
ENSMUSG00000085795.9	Zfp703	0.571600552106045
ENSMUSG00000044068.8	Zrsr1	0
ENSMUSG00000078970.6	Wdr92	0.409657761668992
ENSMUSG00000057363.13	Uxs1	0.534083592705141
ENSMUSG00000020956.15	Dtd2	0.0117069440567875
ENSMUSG00000004568.14	Arhgef18	0
ENSMUSG00000003778.15	Brd8	0
ENSMUSG00000040557.15	Mettl27	0
ENSMUSG00000020023.19	Tmcc3	0
ENSMUSG00000029176.14	Anapc4	0
ENSMUSG00000045098.20	Kmt5b	0
ENSMUSG00000052566.9	Hook2	0
ENSMUSG00000031072.15	LTO1	0.159440511429856
ENSMUSG00000032777.10	Gtf3c1	0
ENSMUSG00000047388.11	Atmin	0.359960410725375
ENSMUSG00000024039.16	Cbs	0
ENSMUSG00000020180.11	Snrpd3	0.676399878687842
ENSMUSG00000047238.5	Mageh1	0.686272175272969
ENSMUSG00000078427.4	Sarnp	1.03234986865486
ENSMUSG00000031295.14	Phka2	0.267670716385708
ENSMUSG00000019579.14	Mydgf	0.774357982408512
ENSMUSG00000039191.13	Rbpj	0
ENSMUSG00000028359.5	Orm3	0.497761568287781
ENSMUSG00000063077.16	Kif1b	0
ENSMUSG00000021377.16	Dek	0
ENSMUSG00000027166.15	Dnajc24	0.611912960033895
ENSMUSG00000049295.18	Zfp219	0.615453706864759
ENSMUSG00000019792.9	Trmt11	0.489446215339046
ENSMUSG00000042046.16	Dstyk	0.104688886461174
ENSMUSG00000029627.13	Zkscan14	0.326767310241164
ENSMUSG00000039740.7	Alg2	0.619615787861426
ENSMUSG00000033327.19	Tnxb	0.47468534138387
ENSMUSG00000024668.9	Sdhaf2	0.254381336282819
ENSMUSG00000030493.14	Faap24	0
ENSMUSG00000032228.17	Tcf12	0.0377003907354234
ENSMUSG00000020253.16	Ppm1m	0
ENSMUSG00000038517.16	Tbkbp1	0
ENSMUSG00000060032.7	H2aj	0.0496793683119284
ENSMUSG00000063785.13	Utp14a	0.551960512804208
ENSMUSG00000017679.17	Ttpal	0.1945085604345
ENSMUSG00000015377.11	Dennd6b	0.158263836969917
ENSMUSG00000025060.16	Slk	0
ENSMUSG00000020810.6	Cygb	0.74992248921723
ENSMUSG00000005374.14	Tbl2	0
ENSMUSG00000048787.14	Dcun1d3	0
ENSMUSG00000025077.14	Dclre1a	0.0444682452227934
ENSMUSG00000038736.11	Nudcd1	0.265940824524982
ENSMUSG00000022617.16	Chkb	0.478619217672905
ENSMUSG00000025782.13	Taf3	0
ENSMUSG00000017718.16	Afmid	0.687679533446145
ENSMUSG00000027207.16	Galk2	0
ENSMUSG00000026986.15	Hnmt	0
ENSMUSG00000035933.6	Cog5	0
ENSMUSG00000006705.14	Pknox1	0
ENSMUSG00000038212.17	Mfsd14b	0
ENSMUSG00000045962.17	Wnk1	0
ENSMUSG00000058546.9	Rpl23a	0
ENSMUSG00000016252.8	Atp5e	0
ENSMUSG00000040280.11	Ndufa4l2	0
ENSMUSG00000042426.7	Dhx29	0.335982766620067
ENSMUSG00000035901.15	Dennd5a	0.133549403829357
ENSMUSG00000061607.16	Mdc1	0
ENSMUSG00000032806.14	Slc10a3	0.0108242459612535
ENSMUSG00000037174.19	Elf2	0.424339412893842
ENSMUSG00000026200.14	Glb1l	0.47612265316932
ENSMUSG00000027509.12	Rae1	0.193745586775158
ENSMUSG00000057835.8	Zfp119a	0.485853567866741
ENSMUSG00000053886.5	Sh2d4a	0.171399062520035
ENSMUSG00000015994.11	Fnta	0.244846820768611
ENSMUSG00000075700.11	Selenot	0.452681575154136
ENSMUSG00000027466.16	Rbck1	0
ENSMUSG00000030605.16	Mfge8	0.82079867854378
ENSMUSG00000030739.19	Myh14	0.00645625551821568
ENSMUSG00000030082.15	Sec61a1	0.433412605334944
ENSMUSG00000026822.15	Lcn2	3.0966806544767
ENSMUSG00000040225.16	Prrc2c	0
ENSMUSG00000042688.17	Mapk6	0.159337983752716
ENSMUSG00000022420.17	Dnal4	0.265453225752695
ENSMUSG00000021996.17	Esd	0
ENSMUSG00000029823.17	Luc7l2	0
ENSMUSG00000039115.14	Itga9	0
ENSMUSG00000067995.5	Gtf2f2	0.618504193568857
ENSMUSG00000027215.14	Cd82	0
ENSMUSG00000040044.12	Orc3	0
ENSMUSG00000032402.13	Smad3	0.621522068060267
ENSMUSG00000035621.14	Midn	0.806509401095059
ENSMUSG00000034327.18	Kctd9	0
ENSMUSG00000041319.15	Thoc6	0.73538734964082
ENSMUSG00000034560.7	Washc4	0
ENSMUSG00000021594.12	Srd5a1	0
ENSMUSG00000054191.10	Klf1	0.725391828022166
ENSMUSG00000036446.6	Lum	1.10655983644367
ENSMUSG00000031207.17	Msn	0.230303024290111
ENSMUSG00000047180.9	Neurl3	0.799324254428894
ENSMUSG00000029718.15	Pcolce	0
ENSMUSG00000026596.14	Abl2	0
ENSMUSG00000030602.14	Pak4	0.397916618334638
ENSMUSG00000079419.5	Ms4a6c	1.01580283617271
ENSMUSG00000027163.14	Commd9	0.153439600403712
ENSMUSG00000053769.6	Lysmd1	0.446097984687406
ENSMUSG00000072235.7	Tuba1a	0
ENSMUSG00000034429.16	Zfp707	0
ENSMUSG00000029817.12	Tra2a	0
ENSMUSG00000035569.18	Ankrd11	0.177183943899348
ENSMUSG00000057322.13	Rpl38	0
ENSMUSG00000020163.13	Uqcr11	0
ENSMUSG00000035824.8	Tk2	0
ENSMUSG00000060548.14	Tnfrsf19	0.892026050735924
ENSMUSG00000020964.15	Sel1l	0
ENSMUSG00000040549.17	Ckap5	0
ENSMUSG00000035780.3	Ugt2a3	0
ENSMUSG00000042992.16	Borcs5	0.11541992150743
ENSMUSG00000022722.19	Arl6	0
