Geneid	Symbol	Young_AdLibitum.log2fpkm.mean	Young_Fast.log2fpkm.mean	Young_Refeed.log2fpkm.mean	Aged_AdLibitum.log2fpkm.mean	Aged_Fast.log2fpkm.mean	Aged_Refeed.log2fpkm.mean
ENSMUSG00000031834.16	Pik3r2	2.07621382264501	2.38571632144371	2.41138886664844	2.07257282739378	2.21835850426192	2.39231827567903
ENSMUSG00000033917.16	Gde1	4.84253028817696	4.60861604988092	4.67894952080737	4.85625071856777	4.67248498933403	4.81640841987786
ENSMUSG00000022109.7	Med4	2.08999928816393	2.33430593154176	2.2623676547965	2.20430207402555	2.23788816307647	2.29013931684432
ENSMUSG00000030598.16	Fbxo17	1.12278691727396	0.578286574344264	1.18577587389747	1.12128872265391	1.01708613448133	1.37613924956682
ENSMUSG00000039115.14	Itga9	0.254367804886149	-0.308088490516939	-0.0196076505256858	-0.150863927877085	-0.252569576214839	-0.467175185005774
ENSMUSG00000031328.17	Flna	3.51154334250263	2.84925641327873	3.18954793552674	3.08835906926819	2.90697600116461	2.70083851112881
ENSMUSG00000020520.15	Galnt10	0.715912152791086	0.297013593553339	0.305517576529819	0.312496489677572	-0.00513422136961964	0.0891680149211989
ENSMUSG00000024902.6	Mrpl11	3.54540052178061	3.3652850994397	3.47254902095678	3.486698975558	3.43861597975253	3.5389605423461
ENSMUSG00000012705.17	Retn	1.01989832747787	-0.0596524880789519	-0.663978687510571	0.609884278770229	-0.0767578810043893	-0.61202118958939
ENSMUSG00000020153.15	Ndufs7	7.04505224176064	6.81622770772015	6.95039447615157	6.99683793548575	6.9036931233735	7.10816477265183
ENSMUSG00000033589.5	Reep4	0.107119481648576	-0.289581911909798	0.177384349650429	0.0618233894588151	-0.0982972495959159	0.242714048258366
ENSMUSG00000020682.18	Mmp28	-0.288052043769498	0.375036669761271	-0.159512960077715	-1.00304211374617	-0.34786758639231	-0.498646560408527
ENSMUSG00000078716.11	Tmem8b	2.34616055909611	1.85006558695438	2.10830297301234	2.34853946279919	2.38781726163726	1.92782340767008
ENSMUSG00000001424.15	Snd1	2.00747405327554	2.2749570488526	2.29807676680296	2.51157280283395	2.48113347624817	2.4947996727983
ENSMUSG00000034274.12	Thoc5	2.15299347129326	2.40146271977346	2.27999477919263	2.27992502642835	2.45586722180119	2.47257585529471
ENSMUSG00000071657.13	Bscl2	1.21640875669906	0.982046326005732	1.03307795412537	1.11933588650664	1.01077423684197	1.02215026108033
ENSMUSG00000038648.6	Creb3l2	1.83975958836724	1.32979334514206	1.71818155270826	1.81864170346845	1.49617456304863	1.50809771657029
ENSMUSG00000042608.16	Stk40	4.85372281454573	4.61132917490894	5.21945794783139	5.04631556371936	4.83315837798395	5.30735989687706
ENSMUSG00000025784.6	Clec3b	5.0535586059771	4.36601816931545	4.78754249868659	4.51879960260763	4.4183222851448	4.56685599058201
ENSMUSG00000023110.13	Prmt5	3.406964215102	3.62485065254873	3.5050013806536	3.45591517868533	3.46505749664696	3.6330950335068
ENSMUSG00000020630.10	Rnaseh1	1.35626865258397	1.65059222267827	1.39029272517784	1.42266618094255	1.5275239369574	1.60613882530501
