Geneid	Symbol	AdLibitum.log2fpkm.mean	Fast.log2fpkm.mean	Refeed.log2fpkm.mean
ENSMFAG00000033938	ACOX2	5.98221647296275	6.24934275727398	5.84815499677144
ENSMFAG00000046106	UBE2E1	3.57796920239	3.28744501145524	3.27900035023968
ENSMFAG00000052881	""	8.82470440455887	8.52550035305547	8.47212120913339
ENSMFAG00000040205	BRD3	0.591066330388252	1.3127710182275	1.26938374965448
ENSMFAG00000036869	SNX9	3.88210812562642	4.09653677362293	3.98705660094846
ENSMFAG00000043111	""	2.06750680950314	1.47068241731642	1.60781358409397
ENSMFAG00000040618	B4GALT7	2.85971382359538	3.12269414262342	3.11203356352794
ENSMFAG00000039415	ZNF540	0.212448368731673	-0.554927426178456	0.0161946281735064
ENSMFAG00000044613	IGF2	5.41081267963133	6.22440403092642	6.10530727877867
ENSMFAG00000041747	""	-0.315426379196032	0.261840393375497	0.496731670227066
ENSMFAG00000046032	RPS16	9.16878601128797	8.72976269903176	8.3706516444571
ENSMFAG00000031271	PGK1	5.06867511513092	5.42548361135811	5.28200982781245
ENSMFAG00000038133	TTC13	1.80426471246108	1.4201126737463	1.71017531728172
ENSMFAG00000031456	ASPH	2.72399076365545	2.96083696727813	2.91708695273805
ENSMFAG00000032619	PITPNC1	0.892982935721103	1.56309075365318	1.5453464619952
ENSMFAG00000028807	HDHD3	4.92749977642758	4.35567670903332	4.60236639619441
ENSMFAG00000002112	SHMT2	5.82723752163718	6.12466768343681	5.795852789142
ENSMFAG00000046349	CNOT4	1.72291973153786	1.41972417407336	1.52533037483371
ENSMFAG00000064288	""	3.01332455669057	2.63272391463092	2.75730542045064
ENSMFAG00000061253	PCNP	4.90884237355674	4.70551249415016	4.74453733625676
ENSMFAG00000038042	ARVCF	2.34155892537976	2.01581795448327	2.20918712099915
ENSMFAG00000031565	WBP2	5.51818330497424	5.77152109623855	5.49486146770823
ENSMFAG00000001816	PLRG1	3.26113318442477	3.03740318038983	3.16105743231344
ENSMFAG00000045812	GLCE	3.00816373047057	2.29335227563329	2.86591667899428
ENSMFAG00000041451	MFSD1	3.56350065316334	3.87842897515199	3.93009439901656
ENSMFAG00000037881	FAAH2	0.0765840147247277	0.595824043850317	0.233064899460409
ENSMFAG00000035635	TMEM205	8.13118594745236	7.77562391722659	7.38507326218048
ENSMFAG00000033495	""	9.72576180189606	9.30000097955601	8.90408095982425
ENSMFAG00000003135	NUCB1	5.90667845116361	6.22385677062043	5.98404709364135
ENSMFAG00000044879	""	0.777321952467361	0.20063434840504	0.881157467481657
ENSMFAG00000034060	LSS	3.72906078934307	3.03896969402114	3.44560997913624
ENSMFAG00000040851	PATL1	2.99638017422783	3.30717405124906	3.09843642402793
ENSMFAG00000002388	PRKAB1	1.23378032344239	0.959576416801776	1.08445116217468
ENSMFAG00000003988	""	1.68724126530144	1.21466348608245	1.4130985052231
ENSMFAG00000035630	ARSK	0.829307326353541	1.25603639348123	1.30898974818564
ENSMFAG00000041729	""	3.44442138922537	3.86196314864299	3.48426033714787
ENSMFAG00000027018	ZIC3	0.0648441352914885	-0.380455007292055	-0.19682690467171
ENSMFAG00000037272	NFYB	3.03408215230541	2.71452351556231	2.7937802530851
ENSMFAG00000036680	SF3B1	5.01319671521671	4.67034310675864	4.77063802519677
ENSMFAG00000057443	""	2.87803195907066	3.34506584963881	2.99446064816113
ENSMFAG00000040992	STAT3	3.35576827310245	4.30066331307699	4.2006091034792
ENSMFAG00000052245	""	1.79931828550987	1.41918693448748	1.38405917798828
ENSMFAG00000000820	CBFA2T2	-0.25329632064033	0.428665934884977	-0.163095789279032
ENSMFAG00000032065	""	0.255049608667278	-0.380018010390203	-0.597060926052165
ENSMFAG00000032343	HIVEP1	0.379551699604729	1.24471069353389	-0.123052832511219
ENSMFAG00000001066	MBNL1	3.13540193991402	2.62019733492577	3.20784696490943
ENSMFAG00000031609	RBM5	3.98169614217027	3.6058617259629	3.74756432697452
ENSMFAG00000044321	""	6.45940028931935	6.09429455750405	5.61669427815944
ENSMFAG00000041749	ZDHHC6	4.19476326613203	4.46614841623824	4.41070167437906
ENSMFAG00000034721	ATP8B4	-0.256497276671623	0.206484070537045	0.0433064363303289
ENSMFAG00000037479	SYNE1	2.31780937101563	1.8414494996123	1.85939816701759
ENSMFAG00000000305	PPP1R13B	1.14116696678782	1.48374043183867	1.49707912324456
ENSMFAG00000045890	PTER	2.53024898075478	2.22446416746072	2.04552809823699
ENSMFAG00000030675	KIFAP3	1.29076497491882	1.64159519617603	1.52187186507006
ENSMFAG00000036668	SPSB1	2.46330700344731	3.28746749841898	2.26989940413075
ENSMFAG00000031555	MICALL2	1.02056584939113	0.49855829151636	1.00498713585861
ENSMFAG00000032433	YPEL1	-0.637564534696861	0.163223842221479	-0.325534912864484
ENSMFAG00000000689	ATP6V0D1	4.09292427494511	4.34324530836019	4.24107344191908
ENSMFAG00000032822	""	1.24931692715969	2.22571228009999	2.55599283368044
ENSMFAG00000043620	PDE8A	2.54888956227051	3.22203516230595	3.13052282906423
ENSMFAG00000040600	RPL10A	8.44634632801523	8.18013442524727	8.01584290702115
ENSMFAG00000037924	""	2.39359214625242	1.81879718648563	1.92618456263555
ENSMFAG00000037339	""	2.79960213484659	3.17925587235255	3.38647187233068
ENSMFAG00000040824	""	9.02092855045008	8.74042279185194	8.42888043908284
ENSMFAG00000046053	SBSPON	6.08806423026479	5.8059807574319	5.61677894881259
ENSMFAG00000043534	REV1	2.79806313756305	2.43450871527995	2.51393641783699
ENSMFAG00000001035	UBE3C	2.93265339532423	3.25876112640008	3.28409117120716
ENSMFAG00000035720	TPK1	0.914698611071519	1.34793809095255	1.1941911019298
ENSMFAG00000033664	PAM	3.42578977150431	3.65009263781442	3.60388635374851
ENSMFAG00000003352	XRCC6	5.6836710407332	5.91487442722039	5.64473028569318
ENSMFAG00000065327	COQ7	0.680091603773167	1.08274618426236	0.993410722197634
ENSMFAG00000033090	""	0.415332515988722	1.0876639271786	1.01371164325044
ENSMFAG00000035619	TFDP1	3.78572679155248	3.53165655782534	3.63015710618117
ENSMFAG00000043917	USP11	1.17633920034887	1.57444268728852	1.28693837223357
ENSMFAG00000039947	OXT	3.29937686046335	2.38461147163127	1.91148753737209
ENSMFAG00000039118	ALPL	4.43680951804612	3.7967952535416	3.42349830222008
ENSMFAG00000029443	MTERF2	3.65190550979201	3.16633929531067	3.23565643443198
ENSMFAG00000028725	""	3.83303614009378	3.30729846177742	2.99055108408904
ENSMFAG00000042459	WDFY2	3.1072444471557	2.6021801774836	2.62698926847055
ENSMFAG00000003735	NIPAL1	0.128210139693665	1.147870250904	1.52933308350937
ENSMFAG00000042066	SEPTIN11	1.58723758476675	1.98742600716341	2.17411178932341
ENSMFAG00000036701	TRPC4AP	3.7176645124706	3.96348713482607	3.92115991096454
ENSMFAG00000052960	CGGBP1	3.46400468936003	3.19104734186548	3.20794251421331
ENSMFAG00000045221	RND3	4.84994203376929	4.39650522964624	4.86845580610041
ENSMFAG00000014850	CDC42EP3	1.19705512251683	0.437533310035268	0.973103550178077
ENSMFAG00000032862	IFT20	3.95490215837527	3.60762620366029	3.58186219010194
ENSMFAG00000038526	KRT23	0.111496032038594	-0.160025247186183	-0.137078648071925
ENSMFAG00000001325	FAM234A	2.85526962520608	3.15248363635289	2.94594112203714
ENSMFAG00000002713	NOCT	0.0643513248257668	1.45568586335981	1.08111980854142
ENSMFAG00000002742	SNTG2	0.269763480289429	-0.329048526400192	-0.439427683625047
ENSMFAG00000042182	MBTPS2	1.25851614374112	1.57381092789493	1.33188082088
ENSMFAG00000038564	RDH11	4.95610055751832	4.45138256457039	4.63253062563022
