Geneid	Symbol	GElaS
ENSMFAG00000042193	RGP1	0.280844669705669
ENSMFAG00000039620	UQCC2	0.261312796218806
ENSMFAG00000033740	TMC6	0.191907353202915
ENSMFAG00000049434	""	1.57906635047812
ENSMFAG00000003249	PLXNA2	0.388515356268093
ENSMFAG00000043377	CLOCK	0.315551584151352
ENSMFAG00000003769	STK36	0.487660009661741
ENSMFAG00000057834	""	0.100831694801268
ENSMFAG00000035585	PBRM1	0.131114273436312
ENSMFAG00000031226	CHD1	0.0919450101940111
ENSMFAG00000037827	MTMR12	0.428906497865146
ENSMFAG00000031194	LSM4	0.225482143447655
ENSMFAG00000001909	MMRN1	0.619450388684808
ENSMFAG00000039421	RUFY3	0.117427656816063
ENSMFAG00000041403	TAMALIN	0.502516256423949
ENSMFAG00000035347	ABCG1	0.919612783515606
ENSMFAG00000045573	ATP6V0E2	0.0893453036549241
ENSMFAG00000058495	""	0.305872554250862
ENSMFAG00000043747	HBEGF	0.792091779950208
ENSMFAG00000033057	""	0
ENSMFAG00000057632	PAGR1	0.43738216773871
ENSMFAG00000037665	ATXN7	0.341166482996796
ENSMFAG00000032562	STEAP4	0.395441605061604
ENSMFAG00000041406	ZSWIM8	0.0369240661106269
ENSMFAG00000041075	FBN1	0.47825063626573
ENSMFAG00000041025	TAOK1	0.261959364038644
ENSMFAG00000045272	CAMKK2	0.148545767511399
ENSMFAG00000032570	PPFIA1	0.384522589328457
ENSMFAG00000042522	PER2	0.266614965411749
ENSMFAG00000036687	ARID5B	0.6199014858569
ENSMFAG00000041879	CHCHD1	0.540070392993135
ENSMFAG00000031804	IL31RA	0.903578193124666
ENSMFAG00000030974	HSD17B12	0.0594236102856516
ENSMFAG00000041105	HSDL1	0.111178781743611
ENSMFAG00000030825	FST	0
ENSMFAG00000044216	UBR5	0.189052528534447
ENSMFAG00000042680	ZBTB46	0.484486918370755
ENSMFAG00000029840	BAZ2A	0.176245797707784
ENSMFAG00000001146	UBL5	0.264236405595901
