Geneid	Symbol	Young_AdLibitum.log2fpkm.mean	Young_Fast.log2fpkm.mean	Young_Refeed.log2fpkm.mean	Young_GElaS
ENSMUSG00000025940.7	Tmem70	5.06238991442991	4.59557569386818	4.87940080695546	0.445942583851406
ENSMUSG00000041986.17	Elmod1	-1.10242756654659	0.369682800235557	-0.141057996355338	0.406132496702157
ENSMUSG00000025184.11	R3hcc1l	1.93867929494151	2.37722865007379	1.93796826687576	0.789379791905602
ENSMUSG00000034258.5	Flvcr2	-0.258602527097043	0.953057280603743	0.255486164848706	0.816330278767044
ENSMUSG00000009739.18	Pou6f1	2.37690493784309	2.94985994622974	2.66922501184502	0.352246363895738
ENSMUSG00000020513.16	Tubd1	2.41021775442529	1.92090902522345	2.51692942382811	0.807973801025135
ENSMUSG00000040390.14	Map3k10	2.97899768209547	2.63454240615956	2.77771066739615	0.161585261100889
ENSMUSG00000018171.10	Vmp1	5.06776042107802	6.26468827992847	5.01410373065239	2.32036709722235
ENSMUSG00000037236.17	Matr3	2.9680471751504	3.33397554645588	3.26104200766227	0.071598186392718
ENSMUSG00000063383.6	Zfp947	0.308474172955408	-0.491775006628925	-0.177533468962215	0.213718166756102
ENSMUSG00000038683.17	Pak1ip1	3.9473585108494	3.42069294749779	3.83948417988026	0.724014624253438
ENSMUSG00000028427.14	Aqp7	6.54519246131264	7.29640886292779	6.3388000461913	1.33555560671661
ENSMUSG00000012422.15	Tmem167	2.60339854745817	2.0190800823381	2.2708284359305	0.279561819086326
ENSMUSG00000028862.7	Map3k6	3.72014583691481	5.12658303831738	4.11037309246019	1.71827161006374
ENSMUSG00000016940.19	Kctd2	4.67164747699687	4.21092664845113	4.45514704861176	0.336901893095662
ENSMUSG00000058799.17	Nap1l1	6.11412783675531	6.71848533955908	6.45776225961251	0.31607281273744
ENSMUSG00000045620.8	Odf3l1	1.70162556407866	-0.98057155856127	0.753746519501333	1.97988155729782
ENSMUSG00000057388.10	Mrpl18	5.0841493285979	4.47164841728507	5.14468915779344	1.15176654280327
ENSMUSG00000033059.8	Pygb	6.45669894298825	5.04644076219594	5.89985817562092	1.34943238785431
ENSMUSG00000015461.16	Atf6b	4.63796642612439	4.23378036998571	4.52617310702672	0.492724053486789
ENSMUSG00000069844.13	Sco1	1.79717034639341	1.42790020219712	1.65913025978007	0.317318482395779
ENSMUSG00000031778.14	Cx3cl1	1.50075687461666	2.3533156459435	1.97385041538107	0.440606227288142
ENSMUSG00000041040.13	Fam117b	2.19445825678446	2.68911827573754	2.17625923495048	0.893054757473662
ENSMUSG00000032744.5	Heyl	2.14054370293063	3.16635343497786	2.40125634665647	1.254136655398
ENSMUSG00000005846.13	Rsl1d1	4.79797482081439	5.26358364206739	4.87168681925207	0.71200008779477
ENSMUSG00000021891.9	Mettl6	1.60403705693321	1.94241249540561	1.64611350100764	0.487346441014733
ENSMUSG00000027879.10	Sec22b	4.18792146093984	3.81439892839108	3.98518072603018	0.210964872421513
ENSMUSG00000040170.14	Fmo2	4.17118270574964	5.4071593504764	4.80585335066062	0.774634502155542
ENSMUSG00000022462.8	Slc38a2	3.01524308337963	3.78366128325105	3.35603282125961	0.599976547246742
ENSMUSG00000020063.17	Sirt1	2.06162506195767	2.51500095837999	2.07206109267666	0.79799875063192
ENSMUSG00000005907.15	Pex1	1.10178793443382	1.59710550486596	1.256604598022	0.488445966354756
ENSMUSG00000069456.5	Rdh16	-2.06526263296356	1.02360125595969	-0.198229591880599	1.15416699316631
ENSMUSG00000024592.16	C330018D20Rik	2.70002598703721	2.3228949112904	2.34268441866346	0.0184973559007023
ENSMUSG00000022551.9	Cyc1	6.54048628107655	5.80482643389109	6.1301148076638	0.406452799943189
ENSMUSG00000027219.14	Slc28a2	3.77398606931821	3.09456035573609	3.71388513406596	1.1317295465161
ENSMUSG00000024085.14	Man2a1	3.99423233468079	4.77925242099024	4.33682741684476	0.632771174094781
ENSMUSG00000032245.13	Cln6	2.95145485288975	3.47944090273363	3.02800362700046	0.798417780767079
ENSMUSG00000029229.9	Chic2	1.31134218067932	1.9638940601266	1.25296563323632	1.08402323863537
ENSMUSG00000066406.17	Akap13	1.91649692779533	2.72571221430479	2.19124238704731	0.816637908374323
ENSMUSG00000074771.11	Ankef1	5.30701032005714	4.4572552450965	4.3375073288962	0
ENSMUSG00000014776.8	Nol3	3.50329576707332	2.15720868701583	2.20412858486454	0.0417618407857838
ENSMUSG00000056665.3	Them6	2.25121173365774	1.67933856014796	2.5988129183431	0.82896960098295
ENSMUSG00000068220.7	Lgals1	10.4819157661242	9.55468192889902	9.61854243301371	0.0640177466264567
ENSMUSG00000017677.12	Wsb1	3.57491942065878	4.11136477024875	3.65855033613541	0.809089519404339
ENSMUSG00000002257.9	Def6	1.21435301456949	1.91632852151956	1.51467550009297	0.542549118635832
ENSMUSG00000024163.18	Mapk8ip3	2.67227826855787	3.12361083131664	2.76432810059403	0.606248104052952
ENSMUSG00000037926.16	Ssh2	1.74355199515405	2.60890860971455	1.77200236045096	1.48937632980506
ENSMUSG00000006699.18	Cdc42	7.21174874436217	6.75786301490443	6.94315624574365	0.221690640876821
