Geneid	Symbol	AdLibitum.log2fpkm.mean	Fast.log2fpkm.mean	Refeed.log2fpkm.mean	GElaS
ENSMFAG00000031854	HEBP1	5.17249106397779	4.93588185256094	5.03199787093609	0.106669226975609
ENSMFAG00000036658	EFNA2	0.188591528395493	-0.524972649914322	0.18136960701072	0.806153792613059
ENSMFAG00000001206	VPS13A	1.89585712901094	2.13125646887769	1.90091979415791	0.385185312001814
ENSMFAG00000043971	ADAM15	5.58430272460311	5.94581175333987	5.82477182673526	0.128243271705552
ENSMFAG00000029870	COX5A	6.58683113304419	6.15348057870966	6.26142499471224	0.110831460866819
ENSMFAG00000031274	TTLL1	2.24372043533731	1.97525115873684	1.95486376954619	0
ENSMFAG00000002620	GSK3B	3.04490747299748	3.33173631443955	3.12837435643807	0.272905738096195
ENSMFAG00000002319	PSMB2	4.6576613412617	4.38233182414673	4.5243866825842	0.166107567607324
ENSMFAG00000037978	ZFAND5	5.54907221409246	5.76696134537594	5.6733871161156	0.104094722747473
ENSMFAG00000036443	""	2.97786222386401	3.30573492336671	3.2159696785921	0.0877543660685079
ENSMFAG00000045502	MAMSTR	2.77844726499418	2.17678233801067	2.59716588964682	0.525251333670165
ENSMFAG00000033900	KLHL20	2.53101293942158	2.70083199951043	2.52022157961654	0.306274639505639
ENSMFAG00000043313	TNFRSF1B	4.91749472403122	5.19294962777601	5.20897421374624	0
ENSMFAG00000001318	""	3.4517997653022	2.90443678945536	3.46934356933725	0.997644905276388
ENSMFAG00000001788	SNX29	0.172145078248258	0.769802554883409	0.460852167667557	0.262448049146149
ENSMFAG00000002442	UXT	5.32027421420923	5.0878463257011	5.18157461027119	0.103065266376711
ENSMFAG00000002633	""	3.59247373313454	3.34165397791531	3.57648305812776	0.396646619565798
ENSMFAG00000044806	DMAC1	4.33771192761446	4.08164790554171	4.14895000815813	0.0685699290081612
ENSMFAG00000039651	SOX9	0.829289028941084	0.316574783787343	0.784720853484062	0.628160308944236
ENSMFAG00000001255	USP35	2.26582181972571	1.97705819366017	2.45334485639722	0.41600382946515
ENSMFAG00000038759	UBXN8	3.28471707790907	2.99821539900336	3.04824270073677	0.0492080175239768
ENSMFAG00000000130	DIDO1	2.95815149202714	3.12555639259215	3.09217926893642	0.0321624130639098
ENSMFAG00000013388	SESTD1	3.19937257477971	3.51578640023361	3.26944879580998	0.355976369733902
ENSMFAG00000032222	SKI	4.33405225011562	4.72449360819176	4.62626743030663	0.0986622966260125
ENSMFAG00000002641	SRP9	6.74313897204717	6.50175365274042	6.60360191389317	0.113006425167051
ENSMFAG00000001940	GLRB	3.58418693874003	4.27328350884266	3.85382420098729	0.5121362334442
ENSMFAG00000040181	RNF220	4.32578836696685	4.18896178803282	4.22955025087641	0.0415940113415105
ENSMFAG00000031929	RAD23B	7.00587806337411	6.7856936258549	6.85126663564899	0.0684276864768224
ENSMFAG00000030180	LIMD1	2.56761749507408	2.2818036316972	2.54908612545836	0.446959030301058
ENSMFAG00000033576	LRATD2	2.73232182178847	3.29075401251995	2.99949127177706	0.324799794491021
ENSMFAG00000057642	SREK1IP1	4.92876428723538	4.55636270014619	5.02351720236684	0.661537765484345
ENSMFAG00000039816	PIN1	6.02061086230451	5.76082967125306	5.82241525421171	0.0629519652204434
ENSMFAG00000041278	CCNE1	1.73635787292609	1.34551752690434	1.67359319071575	0.444159265824555
ENSMFAG00000002123	ANKRD13B	3.55106852489904	3.08061838349999	3.05988875024287	0
ENSMFAG00000041312	SLC7A6OS	3.31997809257123	3.14581144709946	3.2667463720628	0.161382840780369
ENSMFAG00000041083	""	4.88892081815467	4.55487756894961	4.74926371826633	0.240771735830072
ENSMFAG00000033619	RPL5	9.54640718116303	9.37037606788724	9.40412696094975	0.034331005001858
ENSMFAG00000043131	RPL28	7.36147280583532	7.11567289735819	7.28462716901587	0.231329207350833
ENSMFAG00000039477	MLLT6	4.45575225508309	4.7278430409318	4.73777848088754	0
ENSMFAG00000034431	FZD4	5.60578266927334	6.19583924858278	5.75301134249466	0.640674904520628
ENSMFAG00000035099	""	1.57652813716072	0.931109376284871	1.18315396246446	0.2219811401306
ENSMFAG00000045478	DYNLL2	6.88523989773557	6.65231786710632	6.64322639084166	0
ENSMFAG00000041397	DCAF7	3.47722160742197	3.76422067448514	3.64425504638646	0.129607648154928
ENSMFAG00000000088	MED31	3.21914709055198	3.04786593897226	3.0606042441121	0.0121826050336921
ENSMFAG00000033286	SIT1	0.703490448803307	-0.0668409303627136	0.537311996022288	0.568766350028847
ENSMFAG00000038632	CCDC93	2.68700443526797	2.96198326436144	2.79257194525828	0.205073885520109
ENSMFAG00000036910	PRSS23	6.1090965802352	6.69192704359303	6.43562589257373	0.284575520537971
ENSMFAG00000030723	KANSL1	3.26091958667755	3.43530355096067	3.26282303310622	0.313026669602037
ENSMFAG00000007626	PHC1	2.54047887124755	2.77806438973835	2.60686882723189	0.225741811838302
ENSMFAG00000041544	CCNB1	2.03131091426301	1.58378969022294	1.66684258468603	0.0852142494292761
ENSMFAG00000041169	ZNF30	0.76406216979479	0.349090663917228	0.646129355519652	0.295940020788477
ENSMFAG00000030826	RAB3A	3.44094711878682	2.89928515382863	3.4874985175508	0.992835194478282
ENSMFAG00000057081	""	4.12871111714349	3.42070166418896	4.2109630231013	1.29469427855383
ENSMFAG00000039298	HOXB7	4.2517206340528	3.9541820472123	4.14360828298596	0.242216449467458
ENSMFAG00000002632	DENND11	1.49069585291208	1.82345563879194	1.68549457121783	0.123917553645757
ENSMFAG00000006545	""	1.16319873911895	1.56929017061017	1.28921154627512	0.372725108311036
ENSMFAG00000002005	NOX4	-0.272451954959005	0.500670427872774	-0.571256024284968	0.864949636639144
ENSMFAG00000002468	CNPY4	4.38961726361746	4.19767597457676	4.38029814079907	0.331217238808449
ENSMFAG00000001280	TXNRD3	2.33159320488682	2.63602752540572	2.28249660567831	0.526681072999826
ENSMFAG00000032864	""	3.214102771958	2.60465440011484	3.3575178280211	1.08099423417706
ENSMFAG00000030301	PDLIM5	3.5388963045379	4.29671140404516	3.88590815026397	0.47516849609839
ENSMFAG00000032635	""	8.06888451963442	7.80480600732471	7.73399866360048	0
ENSMFAG00000039895	NCAPD3	2.15770121535877	2.37767527007054	2.36043718147375	0.016212550791121
ENSMFAG00000002129	RAD51C	2.75275595737062	2.49451861809889	2.68715359109993	0.255913385596519
ENSMFAG00000039584	RASSF9	0.873412151386275	1.38092352697193	1.3390803133867	0.0395200255526205
ENSMFAG00000033698	FLT4	2.10245519000601	2.55522321834159	2.40626097583227	0.140571251552929
ENSMFAG00000030857	PDPK1	2.5765992868433	2.87087371326585	2.73595413824792	0.144875757470886
ENSMFAG00000032213	ZNF385D	-0.00222383006510717	0.421882754786139	0.113437727767134	0.268072859625042
ENSMFAG00000043922	ARHGEF5	1.44868998253461	1.69193244708755	1.31309538744192	0.34141448787594
ENSMFAG00000040575	ACTR6	3.10005923750076	2.91535521700153	2.86696161837376	0
ENSMFAG00000038037	SIPA1L1	1.64448560422231	1.88984000176287	1.91087519011847	0
ENSMFAG00000001814	ERCC1	3.77013779864153	3.56132153344408	3.57229460346398	0.0105659254968921
ENSMFAG00000032027	GEMIN5	2.31764469879808	2.49241236139582	2.32890350141478	0.261936685102792
ENSMFAG00000038643	SLC16A14	2.06223029286739	2.5684402827518	2.31667910246503	0.261270459723856
ENSMFAG00000044838	DDX21	3.42064938025044	3.88029574666409	3.86071772747764	0.0172359851708921
ENSMFAG00000042895	ELP6	2.52753160240262	2.25986136232207	2.21351473311592	0
ENSMFAG00000031867	CFDP1	4.43407967736123	4.27689187489639	4.40887635949672	0.20740653490387
ENSMFAG00000022253	METTL18	1.45133205293513	1.26001975758894	1.29086112599266	0.0270125695332826
ENSMFAG00000002959	ZNF285	0.841692583171244	0.577681318051926	0.561915230945852	0
ENSMFAG00000003050	MIF	8.80457316139877	8.44162612441341	8.53522285971885	0.0964909849368038
ENSMFAG00000054938	CXCR2	-0.174793897374892	0.618669549580199	0.472388744939885	0.101102091062751
ENSMFAG00000030808	MEF2D	3.94915594459905	4.18381515988857	4.08552227605022	0.105584169196586
ENSMFAG00000031880	STRIP1	3.09816857220148	3.28679161880816	3.42770275702657	0
ENSMFAG00000039587	ACTRT3	0.177809120912884	0.685485745689333	0.68263944244381	0.00668830210515801
ENSMFAG00000039697	RALGAPB	3.43086738438334	3.57889632618545	3.45090764929142	0.202372000608797
ENSMFAG00000043125	SRF	4.08409323948255	4.42646450477205	4.22111458926621	0.254182408872799
ENSMFAG00000038818	ZNF616	2.34226452741837	2.15763089130383	2.15785021792009	0
ENSMFAG00000002243	CTDNEP1	5.53213376611392	5.33380716458667	5.49211498972194	0.240283860790514
ENSMFAG00000051148	""	1.29788538218487	1.65201191150942	1.56292956839526	0.0778019828063258
ENSMFAG00000031327	C16orf70	2.38979050350267	2.18562131548238	2.43286949404078	0.340093898566983
ENSMFAG00000041959	HERC4	3.78274523173307	3.57982253302666	3.74175697057819	0.240523830407683
ENSMFAG00000002647	PARP11	0.787188072938561	1.25619375999957	0.948358455616925	0.340283603035225
ENSMFAG00000028796	ABHD8	4.00770754265922	3.78663080898804	3.91908024326505	0.164072733225923
ENSMFAG00000045660	GSDME	3.00857781360094	3.43138418490351	3.37931115102563	0.0508544076366988
ENSMFAG00000003361	AMPD3	1.02883348964699	1.48795856846397	0.982678129659237	0.727955332490506
ENSMFAG00000004966	""	-0.340519430301447	0.258892250382187	0.584193092936476	0
ENSMFAG00000031093	FAM98A	4.64011240624144	4.37248985811942	4.54308857869997	0.21954746920633
ENSMFAG00000019961	""	2.98646106437182	2.65626534245498	2.88704577360566	0.30388434183374
ENSMFAG00000053390	RPL27A	8.3393592956066	8.16046786921632	8.2364249625825	0.0843201345106024
ENSMFAG00000030889	KCTD14	2.983163841641	2.47563318218755	2.66976867674631	0.200585397226722
ENSMFAG00000039100	""	8.59384007095053	8.21287925905244	8.35674277512064	0.156332288519099
ENSMFAG00000000211	TTLL4	1.67491590385288	1.85456434492108	1.80369832081664	0.0471563783426805
ENSMFAG00000044146	HPCAL1	4.80558224671761	4.49405744910929	4.64970759165106	0.179940889508341
ENSMFAG00000034473	ENG	6.51733815123399	6.83658682408052	6.69597820973853	0.158021072073274
ENSMFAG00000042475	""	6.61046134992972	6.46041574878592	6.4627633112291	0.00233716774950648
ENSMFAG00000001022	""	6.95215990150877	6.73291635910003	6.93596805494429	0.356760620478902
ENSMFAG00000039637	TMEM237	3.41441041217274	3.62962244843817	3.53753463374176	0.0986262894410499
ENSMFAG00000030576	EIF2AK2	2.65280297124437	2.98852659361691	2.75909934226977	0.285473138986532
ENSMFAG00000046051	DDX17	7.22374520799799	7.48977739986296	7.37861537037747	0.122751567561516
ENSMFAG00000043461	ZNF200	0.648097621348817	0.910197031758668	0.747825137335963	0.167847710687143
ENSMFAG00000007641	PHLDB1	5.27743764031282	5.59779273579512	5.46353713985926	0.147931466160772
ENSMFAG00000031060	BTBD6	5.44194764530523	5.21672526082388	5.22614946710557	0.0092215658789368
ENSMFAG00000042061	""	5.0203181675984	4.73468030880125	4.79977237373026	0.065583438949783
ENSMFAG00000062276	""	1.45929898698217	2.07489930892687	1.84578030689779	0.235034063879615
ENSMFAG00000002904	SSH1	2.50625651540915	2.88340736718781	2.79120572263811	0.087686914545183
ENSMFAG00000002137	ETS1	4.46344590819148	4.79906437454079	4.63062032302862	0.193244247268012
ENSMFAG00000042650	ARRB1	4.4205407141052	4.23249308578051	4.28296095637443	0.051062192927
ENSMFAG00000001151	ATR	1.9207709076904	2.10014468799199	2.10834825783015	0
ENSMFAG00000036092	""	5.5502687510606	5.03328774207537	4.96950506575536	0
